"gene","counts","sex","tissue","treatment","samples"
"OXT",5.09617484266787,"female","pituitary","hatch","blu124.w180.x_female_pituitary_hatch"
"OXT",5.09617484266787,"female","pituitary","n9","blu36.w16_female_pituitary_n9"
"OXT",5.39307811901737,"female","pituitary","bldg","blu38.g135.x_female_pituitary_bldg"
"OXT",5.09617484266787,"female","pituitary","inc.d3","blu39.o26.x_female_pituitary_inc.d3.NYNO"
"OXT",5.57011553550037,"female","pituitary","extend","blu44.y102_female_pituitary_extend"
"OXT",5.58700196479271,"female","pituitary","inc.d9","blu47.y96.x_female_pituitary_inc.d9"
"OXT",5.09617484266787,"female","pituitary","n5","blu55.g51_female_pituitary_n5"
"OXT",5.44907830826155,"female","pituitary","m.inc.d3","blu56.o53_female_pituitary_m.inc.d3"
"OXT",5.94804089662743,"female","pituitary","m.inc.d9","blu63.g62_female_pituitary_m.inc.d9"
"OXT",5.29856484919143,"female","pituitary","early","blu80.r97_female_pituitary_m.inc.d8"
"OXT",5.09617484266787,"female","pituitary","m.inc.d9","d.r.blk.s159_female_pituitary_m.inc.d9"
"OXT",5.41113565661592,"female","pituitary","m.inc.d17","d.s112.blk.w_female_pituitary_m.inc.d17"
"OXT",5.29083159030992,"female","pituitary","m.inc.d3","d.s177.blk.r_female_pituitary_m.inc.d3"
"OXT",5.37482579973202,"female","pituitary","lay","g.blk.s004.pk_female_pituitary_lay"
"OXT",5.33603936302906,"female","pituitary","m.n2","g.s076.pk.r_female_pituitary_m.hatch"
"OXT",5.36237404332082,"female","pituitary","lay","g.s078.blk.o_female_pituitary_lay"
"OXT",5.48192871805437,"female","pituitary","m.inc.d17","g.y.blk.s006_female_pituitary_m.inc.d17"
"OXT",5.40865876705553,"female","pituitary","bldg","g141.blu27.x_female_pituitary_bldg"
"OXT",5.51073271151615,"female","pituitary","inc.d17","g142.r40.x_female_pituitary_inc.d17"
"OXT",5.09617484266787,"female","pituitary","m.inc.d3","g144.r54.x_female_pituitary_m.inc.d3"
"OXT",5.09617484266787,"female","pituitary","extend","g17.w108.x_female_pituitary_extend"
"OXT",5.09617484266787,"female","pituitary","extend","g22.blu118_female_pituitary_extend"
"OXT",5.09617484266787,"female","pituitary","inc.d3","g6.w197.x_female_pituitary_inc.d3"
"OXT",5.27965744592484,"female","pituitary","m.inc.d17","g63.blu65_female_pituitary_m.inc.d17"
"OXT",5.09617484266787,"female","pituitary","m.inc.d9","g73.x_female_pituitary_m.inc.d9"
"OXT",5.67726905611268,"female","pituitary","inc.d9","g75.x_female_pituitary_inc.d9"
"OXT",5.2721547309551,"female","pituitary","m.n2","l.s.w.d_female_pituitary_m.hatch"
"OXT",5.09617484266787,"female","pituitary","prolong","l.s052.pk.r_female_pituitary_prolong"
"OXT",5.09617484266787,"female","pituitary","bldg","l.s120.y.blk_female_pituitary_bldg"
"OXT",5.72040034111261,"female","pituitary","prolong","l.s166.o.w_female_pituitary_prolong"
"OXT",5.09617484266787,"female","pituitary","m.inc.d17","o.s084.w.blk_female_pituitary_m.inc.d17"
"OXT",5.30225476630901,"female","pituitary","inc.d3","o156.w80.x_female_pituitary_inc.d3"
"OXT",5.51122097754748,"female","pituitary","inc.d3","o165.w122.x_female_pituitary_inc.d3.NYNO"
"OXT",5.35042786389587,"female","pituitary","m.inc.d17","o169.r28.x_female_pituitary_m.inc.d17"
"OXT",5.39978068970578,"female","pituitary","hatch","o172.w115.x_female_pituitary_hatch.NYNO"
"OXT",5.09617484266787,"female","pituitary","inc.d3","o173.w179.x_female_pituitary_inc.d3"
"OXT",5.09617484266787,"female","pituitary","inc.d17","o35.r51.x_female_pituitary_inc.d17"
"OXT",5.09617484266787,"female","pituitary","m.inc.d9","o36.r62.x_female_pituitary_m.inc.d9"
"OXT",5.09617484266787,"female","pituitary","bldg","o38.blu29.x_female_pituitary_bldg"
"OXT",5.34981307900283,"female","pituitary","m.inc.d9","o45.g128.x_female_pituitary_m.inc.d9"
"OXT",5.09617484266787,"female","pituitary","inc.d17","o52.blu53_female_pituitary_inc.d17"
"OXT",5.09617484266787,"female","pituitary","inc.d9","o73.x_female_pituitary_inc.d9"
"OXT",5.30291486219755,"female","pituitary","early","p.g.blk.s040_female_pituitary_m.inc.d8"
"OXT",5.09617484266787,"female","pituitary","m.inc.d17","pk.s011.o.y_female_pituitary_m.inc.d17"
"OXT",5.50069738619828,"female","pituitary","m.n2","pk.s054.d.g_female_pituitary_m.hatch"
"OXT",5.33632553692271,"female","pituitary","early","pk.s055.d.l_female_pituitary_m.inc.d8"
"OXT",5.3944997062395,"female","pituitary","control","r.r.x.ATLAS.R2XR_female_pituitary_control"
"OXT",7.59709201269266,"female","pituitary","control","r.r.x.ATLAS_female_pituitary_control"
"OXT",5.43404842803158,"female","pituitary","m.inc.d3","r.s035.y.blk_female_pituitary_m.inc.d3"
"OXT",5.62223067050711,"female","pituitary","bldg","r.s056.g.o_female_pituitary_bldg"
"OXT",5.48567254378354,"female","pituitary","extend","r.s131.o.d_female_pituitary_extend"
"OXT",5.31690254894835,"female","pituitary","n9","r.s171.l.w_female_pituitary_n9"
"OXT",6.40281204569584,"female","pituitary","hatch","r183.o22_female_pituitary_hatch"
"OXT",5.711490789787,"female","pituitary","prolong","r194.x_female_pituitary_prolong"
"OXT",5.35129107856218,"female","pituitary","inc.d3","r27.w111.blu125_female_pituitary_inc.d3"
"OXT",5.37405885106117,"female","pituitary","inc.d9","r30.w112.r46_female_pituitary_inc.d9"
"OXT",5.09617484266787,"female","pituitary","inc.d9","r36.w184.x_female_pituitary_inc.d9"
"OXT",5.30562186031359,"female","pituitary","inc.d17","r49.w189.x_female_pituitary_inc.d17"
"OXT",5.81449448964207,"female","pituitary","control","r6.x_female_pituitary_control"
"OXT",5.40849665460355,"female","pituitary","inc.d3","r73.g127.x_female_pituitary_inc.d3"
"OXT",5.29477154321233,"female","pituitary","bldg","r83.g45_female_pituitary_bldg"
"OXT",5.09617484266787,"female","pituitary","n9","r95.blu99_female_pituitary_n9"
"OXT",5.35626827560246,"female","pituitary","lay","s.o.pk_female_pituitary_lay"
"OXT",5.36320960292358,"female","pituitary","prolong","s.pu.pk_female_pituitary_prolong"
"OXT",5.66530965536057,"female","pituitary","control","s.x.ATLAS_female_pituitary_control"
"OXT",5.27557065947887,"female","pituitary","early","s002.x_female_pituitary_m.inc.d8"
"OXT",5.34432934937726,"female","pituitary","m.inc.d17","s038.g.d.blk_female_pituitary_m.inc.d17"
"OXT",5.09617484266787,"female","pituitary","bldg","s063.d.blk.l_female_pituitary_bldg"
"OXT",5.42732010380719,"female","pituitary","m.inc.d3","s069.pk.pu.g_female_pituitary_m.inc.d3"
"OXT",5.42371816007734,"female","pituitary","extend","s089.blk.pk.pu_female_pituitary_extend"
"OXT",5.62773525332982,"female","pituitary","early","s091.blk.r.g_female_pituitary_m.inc.d8"
"OXT",5.44516581891069,"female","pituitary","bldg","s092.blk.r.o_female_pituitary_bldg"
"OXT",5.34571097652951,"female","pituitary","m.inc.d3","s093.blk.y.d_female_pituitary_m.inc.d3"
"OXT",5.66303326729981,"female","pituitary","lay","s095.g.blk.o_female_pituitary_lay"
"OXT",5.2702105326301,"female","pituitary","m.inc.d17","s100.l.pk.blk_female_pituitary_m.inc.d17"
"OXT",5.33429290673298,"female","pituitary","m.inc.d3","s103.y.pk.blk_female_pituitary_m.inc.d3"
"OXT",5.52815163814038,"female","pituitary","lay","s136.d.w.o_female_pituitary_lay"
"OXT",5.38514390570359,"female","pituitary","extend","s137.g.blk.y_female_pituitary_extend"
"OXT",5.29178733749271,"female","pituitary","lay","s142.o.pk.pu_female_pituitary_lay"
"OXT",5.32807120268526,"female","pituitary","lay","s176.blk.pu.r_female_pituitary_lay"
"OXT",5.27088638967513,"female","pituitary","extend","s186.l.o.pk_female_pituitary_extend"
"OXT",5.65027699473825,"female","pituitary","m.n2","s333.y.blk.pk_female_pituitary_m.hatch"
"OXT",5.09617484266787,"female","pituitary","control","w191.r1_female_pituitary_control"
"OXT",5.39553006802541,"female","pituitary","prolong","x.blk20_female_pituitary_prolong"
"OXT",5.94166396232216,"female","pituitary","inc.d9","x.blu101.w43_female_pituitary_inc.d9"
"OXT",5.43061008797806,"female","pituitary","inc.d3","x.blu102.w105_female_pituitary_inc.d3"
"OXT",5.4066573403198,"female","pituitary","n5","x.blu109.w121_female_pituitary_n5"
"OXT",5.09617484266787,"female","pituitary","inc.d17","x.blu116.w107_female_pituitary_inc.d17.NYNO"
"OXT",5.3956965163384,"female","pituitary","inc.d9","x.blu122.r66_female_pituitary_inc.d9"
"OXT",5.09617484266787,"female","pituitary","m.inc.d9","x.blu25_female_pituitary_m.inc.d9"
"OXT",5.4727323613748,"female","pituitary","n9","x.blu43.g132_female_pituitary_n9"
"OXT",5.59775801834979,"female","pituitary","lay","x.blu6.y80_female_pituitary_lay"
"OXT",5.285020652055,"female","pituitary","m.inc.d17","x.blu94_female_pituitary_m.inc.d17"
"OXT",5.46847248633045,"female","pituitary","m.n2","x.blu96_female_pituitary_m.n2"
"OXT",5.37490319667079,"female","pituitary","early","x.g26_female_pituitary_m.inc.d8"
"OXT",5.6098527040043,"female","pituitary","n5","x.g37_female_pituitary_n5"
"OXT",5.44732400381808,"female","pituitary","n9","x.g4.w50_female_pituitary_n9"
"OXT",5.09617484266787,"female","pituitary","n5","x.g43_female_pituitary_n5"
"OXT",5.09617484266787,"female","pituitary","n5","x.g49_female_pituitary_n5.NYNO"
"OXT",5.57213813013467,"female","pituitary","prolong","x.g50_female_pituitary_inc.prolong"
"OXT",5.34605753762751,"female","pituitary","inc.d9","x.g9.o166_female_pituitary_inc.d9.NYNO"
"OXT",5.09617484266787,"female","pituitary","inc.d17","x.o159.w90_female_pituitary_inc.d17"
"OXT",5.42418058815159,"female","pituitary","m.n2","x.o171.w45_female_pituitary_m.hatch"
"OXT",5.25703377042769,"female","pituitary","n5","x.o175.g21_female_pituitary_n5"
"OXT",5.09617484266787,"female","pituitary","hatch","x.o37.blu50_female_pituitary_hatch"
"OXT",5.32304317804945,"female","pituitary","m.n2","x.o61_female_pituitary_extend.hatch"
"OXT",5.38751197893981,"female","pituitary","n5","x.o70_female_pituitary_n5"
"OXT",5.35985135848058,"female","pituitary","m.inc.d3","x.r180_female_pituitary_m.inc.d3"
"OXT",5.09617484266787,"female","pituitary","inc.d3","x.r33.w183_female_pituitary_inc.d3"
"OXT",5.30930677090041,"female","pituitary","bldg","x.r39.g10_female_pituitary_bldg"
"OXT",5.09617484266787,"female","pituitary","hatch","x.r44.w95_female_pituitary_hatch"
"OXT",5.71372488448664,"female","pituitary","inc.d17","x.r48.y139_female_pituitary_inc.d17.NYNO"
"OXT",5.46398588427788,"female","pituitary","n5","x.r50.w97_female_pituitary_n5"
"OXT",5.44259384547924,"female","pituitary","m.n2","x.r74.o29_female_pituitary_m.hatch"
"OXT",5.48836984587143,"female","pituitary","m.inc.d9","x.r76_female_pituitary_m.inc.d9"
"OXT",5.31687327316542,"female","pituitary","early","x.s188_female_pituitary_m.inc.d8"
"OXT",5.09617484266787,"female","pituitary","n9","x.w178_female_pituitary_n9"
"OXT",5.29836028804172,"female","pituitary","lay","x.w51_female_pituitary_lay"
"OXT",5.09617484266787,"female","pituitary","n9","x.w6_female_pituitary_n9"
"OXT",5.09617484266787,"female","pituitary","inc.d9","x.y109_female_pituitary_inc.d9"
"OXT",5.30602653930817,"female","pituitary","m.inc.d17","x.y119.w11_female_pituitary_m.inc.d17"
"OXT",5.62921037949304,"female","pituitary","n9","x.y138.w176_female_pituitary_n9"
"OXT",5.59426939073248,"female","pituitary","prolong","x.y145.r55_female_pituitary_inc.prolong"
"OXT",5.4304320804026,"female","pituitary","early","x.y5_female_pituitary_m.inc.d8"
"OXT",5.28880705315238,"female","pituitary","extend","x.y64_female_pituitary_extend"
"OXT",5.29718572349963,"female","pituitary","hatch","x.y90_female_pituitary_hatch"
"OXT",5.29570986857668,"female","pituitary","inc.d9","x.y93.g126_female_pituitary_inc.d9"
"OXT",5.09617484266787,"female","pituitary","n9","x.y9_female_pituitary_n9"
"OXT",5.39793840531164,"female","pituitary","lay","y.s156.o.r_female_pituitary_lay"
"OXT",5.09617484266787,"female","pituitary","m.inc.d9","y12.x_female_pituitary_m.inc.d9"
"OXT",5.09617484266787,"female","pituitary","inc.d17","y126.w92.x_female_pituitary_inc.d17"
"OXT",5.09617484266787,"female","pituitary","inc.d9","y128.g23.x_female_pituitary_inc.d9"
"OXT",5.68820772636891,"female","pituitary","inc.d3","y13.x_female_pituitary_inc.d3"
"OXT",5.69954756252038,"female","pituitary","inc.d17","y130.o170.x_female_pituitary_inc.d17"
"OXT",5.33298019909463,"female","pituitary","inc.d17","y135.blu107.x_female_pituitary_inc.d17.NYNO"
"OXT",5.09617484266787,"female","pituitary","inc.d17","y136.x_female_pituitary_inc.d17"
"OXT",5.09617484266787,"female","pituitary","inc.d9","y140.w119.x_female_pituitary_inc.d9"
"OXT",5.09617484266787,"female","pituitary","prolong","y146.r32.x_female_pituitary_inc.prolong"
"OXT",5.46756308047442,"female","pituitary","hatch","y15.x_female_pituitary_hatch"
"OXT",5.28885861093076,"female","pituitary","n5","y6.o54_female_pituitary_n5"
"OXT",5.30396501464252,"female","pituitary","hatch","y7.g58_female_pituitary_hatch"
"OXT",5.64468368683623,"female","pituitary","m.inc.d17","y85.r71.x_female_pituitary_m.inc.d17"
"OXT",5.38148368532587,"female","pituitary","n5","y94.g133.x_female_pituitary_n5"
"OXT",5.29157128621509,"female","pituitary","n9","y97.x_female_pituitary_n9"
"OXT",5.09617484266787,"female","pituitary","m.n2","y98.g54_female_pituitary_m.hatch"
"POMC",12.9969398841682,"female","pituitary","control","L.G118_female_pituitary_control.NYNO"
"POMC",13.5315576894564,"female","pituitary","control","R.G106_female_pituitary_control"
"POMC",12.5454230047213,"female","pituitary","control","R.R20_female_pituitary_control"
"POMC",12.4870463627608,"female","pituitary","control","R.R9_female_pituitary_control.NYNO"
"POMC",13.0782841793903,"female","pituitary","control","R.W44_female_pituitary_control.NYNO"
"POMC",12.1871653885722,"female","pituitary","prolong","blk.s031.pu.d_female_pituitary_prolong"
"POMC",12.1844016029676,"female","pituitary","m.n2","blk.s032.g.w_female_pituitary_m.hatch"
"POMC",12.2218531937649,"female","pituitary","m.inc.d3","blk.s049.y.g_female_pituitary_m.inc.d3"
"POMC",12.2618073421376,"female","pituitary","m.inc.d3","blk.s060.pu.w_female_pituitary_m.inc.d3.NYNO"
"POMC",11.5571944110036,"female","pituitary","inc.d9","blk.s061.pu.y_female_pituitary_inc.d9"
"POMC",11.9539094826102,"female","pituitary","early","blk.y.l.s109_female_pituitary_m.inc.d8"
"POMC",12.4929554467044,"female","pituitary","m.n2","blk0.x_female_pituitary_m.n2"
"POMC",13.1066893601834,"female","pituitary","bldg","blk11.x_female_pituitary_bldg"
"POMC",11.7741404797807,"female","pituitary","extend","blk19.x_female_pituitary_extend"
"POMC",12.749874763987,"female","pituitary","hatch","blk21.x_female_pituitary_hatch"
"POMC",12.7321304529894,"female","pituitary","n9","blk4.x_female_pituitary_n9"
"POMC",12.109147349831,"female","pituitary","control","blu.o.x.ATLAS_female_pituitary_control"
"POMC",12.4967806865778,"female","pituitary","hatch","blu103.x_female_pituitary_hatch.NYNO"
"POMC",10.0263290612257,"female","pituitary","prolong","blu115.y150.x_female_pituitary_inc.prolong"
"POMC",11.8024395407471,"female","pituitary","early","blu119.w84.x_female_pituitary_m.inc.d8"
"POMC",12.4328308992548,"female","pituitary","hatch","blu124.w180.x_female_pituitary_hatch"
"POMC",11.3127132083617,"female","pituitary","n9","blu36.w16_female_pituitary_n9"
"POMC",12.3281315580419,"female","pituitary","bldg","blu38.g135.x_female_pituitary_bldg"
"POMC",13.0937602316167,"female","pituitary","inc.d3","blu39.o26.x_female_pituitary_inc.d3.NYNO"
"POMC",11.4731853078141,"female","pituitary","extend","blu44.y102_female_pituitary_extend"
"POMC",12.169731532526,"female","pituitary","inc.d9","blu47.y96.x_female_pituitary_inc.d9"
"POMC",12.1504481989179,"female","pituitary","n5","blu55.g51_female_pituitary_n5"
"POMC",12.114919179777,"female","pituitary","m.inc.d3","blu56.o53_female_pituitary_m.inc.d3"
"POMC",10.9945462518555,"female","pituitary","m.inc.d9","blu63.g62_female_pituitary_m.inc.d9"
"POMC",11.8012900827202,"female","pituitary","early","blu80.r97_female_pituitary_m.inc.d8"
"POMC",11.8809427361524,"female","pituitary","m.inc.d9","d.r.blk.s159_female_pituitary_m.inc.d9"
"POMC",11.9461938263761,"female","pituitary","m.inc.d17","d.s112.blk.w_female_pituitary_m.inc.d17"
"POMC",12.0963542737228,"female","pituitary","m.inc.d3","d.s177.blk.r_female_pituitary_m.inc.d3"
"POMC",11.067441057563,"female","pituitary","lay","g.blk.s004.pk_female_pituitary_lay"
"POMC",12.0958825648934,"female","pituitary","m.n2","g.s076.pk.r_female_pituitary_m.hatch"
"POMC",11.3041627573521,"female","pituitary","lay","g.s078.blk.o_female_pituitary_lay"
"POMC",11.2469038762233,"female","pituitary","m.inc.d17","g.y.blk.s006_female_pituitary_m.inc.d17"
"POMC",11.0996403987512,"female","pituitary","bldg","g141.blu27.x_female_pituitary_bldg"
"POMC",11.5978637971083,"female","pituitary","inc.d17","g142.r40.x_female_pituitary_inc.d17"
"POMC",11.6288534065348,"female","pituitary","m.inc.d3","g144.r54.x_female_pituitary_m.inc.d3"
"POMC",11.0374405961499,"female","pituitary","extend","g17.w108.x_female_pituitary_extend"
"POMC",12.0888209519257,"female","pituitary","extend","g22.blu118_female_pituitary_extend"
"POMC",12.4494779409312,"female","pituitary","inc.d3","g6.w197.x_female_pituitary_inc.d3"
"POMC",11.7427766575691,"female","pituitary","m.inc.d17","g63.blu65_female_pituitary_m.inc.d17"
"POMC",12.1114148581711,"female","pituitary","m.inc.d9","g73.x_female_pituitary_m.inc.d9"
"POMC",12.0074825427476,"female","pituitary","inc.d9","g75.x_female_pituitary_inc.d9"
"POMC",12.5904581512813,"female","pituitary","m.n2","l.s.w.d_female_pituitary_m.hatch"
"POMC",11.6607999957578,"female","pituitary","prolong","l.s052.pk.r_female_pituitary_prolong"
"POMC",11.756464306798,"female","pituitary","bldg","l.s120.y.blk_female_pituitary_bldg"
"POMC",11.7061368577264,"female","pituitary","prolong","l.s166.o.w_female_pituitary_prolong"
"POMC",11.2811318910483,"female","pituitary","m.inc.d17","o.s084.w.blk_female_pituitary_m.inc.d17"
"POMC",11.9801102848939,"female","pituitary","inc.d3","o156.w80.x_female_pituitary_inc.d3"
"POMC",12.0214438032116,"female","pituitary","inc.d3","o165.w122.x_female_pituitary_inc.d3.NYNO"
"POMC",11.9282611814202,"female","pituitary","m.inc.d17","o169.r28.x_female_pituitary_m.inc.d17"
"POMC",12.6702184392103,"female","pituitary","hatch","o172.w115.x_female_pituitary_hatch.NYNO"
"POMC",11.4438681327152,"female","pituitary","inc.d3","o173.w179.x_female_pituitary_inc.d3"
"POMC",11.9699170483214,"female","pituitary","inc.d17","o35.r51.x_female_pituitary_inc.d17"
"POMC",12.1187621264756,"female","pituitary","m.inc.d9","o36.r62.x_female_pituitary_m.inc.d9"
"POMC",12.4111161832474,"female","pituitary","bldg","o38.blu29.x_female_pituitary_bldg"
"POMC",13.2835536323207,"female","pituitary","m.inc.d9","o45.g128.x_female_pituitary_m.inc.d9"
"POMC",11.5483509582977,"female","pituitary","inc.d17","o52.blu53_female_pituitary_inc.d17"
"POMC",11.8148129560684,"female","pituitary","inc.d9","o73.x_female_pituitary_inc.d9"
"POMC",12.7350192351335,"female","pituitary","early","p.g.blk.s040_female_pituitary_m.inc.d8"
"POMC",11.6991249744004,"female","pituitary","m.inc.d17","pk.s011.o.y_female_pituitary_m.inc.d17"
"POMC",12.5843236100538,"female","pituitary","m.n2","pk.s054.d.g_female_pituitary_m.hatch"
"POMC",13.27871418476,"female","pituitary","early","pk.s055.d.l_female_pituitary_m.inc.d8"
"POMC",12.4738477195661,"female","pituitary","control","r.r.x.ATLAS.R2XR_female_pituitary_control"
"POMC",12.7688766976059,"female","pituitary","control","r.r.x.ATLAS_female_pituitary_control"
"POMC",11.6770240374103,"female","pituitary","m.inc.d3","r.s035.y.blk_female_pituitary_m.inc.d3"
"POMC",11.9512986930571,"female","pituitary","bldg","r.s056.g.o_female_pituitary_bldg"
"POMC",12.2538360762241,"female","pituitary","extend","r.s131.o.d_female_pituitary_extend"
"POMC",11.8501424699991,"female","pituitary","n9","r.s171.l.w_female_pituitary_n9"
"POMC",9.97992209975254,"female","pituitary","hatch","r183.o22_female_pituitary_hatch"
"POMC",12.2895307203766,"female","pituitary","prolong","r194.x_female_pituitary_prolong"
"POMC",14.0450834164364,"female","pituitary","inc.d3","r27.w111.blu125_female_pituitary_inc.d3"
"POMC",12.9559166821847,"female","pituitary","inc.d9","r30.w112.r46_female_pituitary_inc.d9"
"POMC",12.5640780438808,"female","pituitary","inc.d9","r36.w184.x_female_pituitary_inc.d9"
"POMC",12.8600773028163,"female","pituitary","inc.d17","r49.w189.x_female_pituitary_inc.d17"
"POMC",10.209587353168,"female","pituitary","control","r6.x_female_pituitary_control"
"POMC",11.9546323647847,"female","pituitary","inc.d3","r73.g127.x_female_pituitary_inc.d3"
"POMC",12.659705026468,"female","pituitary","bldg","r83.g45_female_pituitary_bldg"
"POMC",10.6918277004382,"female","pituitary","n9","r95.blu99_female_pituitary_n9"
"POMC",11.2072298239712,"female","pituitary","lay","s.o.pk_female_pituitary_lay"
"POMC",11.9214075745115,"female","pituitary","prolong","s.pu.pk_female_pituitary_prolong"
"POMC",12.2215900498986,"female","pituitary","control","s.x.ATLAS_female_pituitary_control"
"POMC",11.6253597675618,"female","pituitary","early","s002.x_female_pituitary_m.inc.d8"
"POMC",12.4178845519428,"female","pituitary","m.inc.d17","s038.g.d.blk_female_pituitary_m.inc.d17"
"POMC",8.81368336322053,"female","pituitary","bldg","s063.d.blk.l_female_pituitary_bldg"
"POMC",12.0177900920561,"female","pituitary","m.inc.d3","s069.pk.pu.g_female_pituitary_m.inc.d3"
"POMC",13.8146043710246,"female","pituitary","extend","s089.blk.pk.pu_female_pituitary_extend"
"POMC",12.0498314728512,"female","pituitary","early","s091.blk.r.g_female_pituitary_m.inc.d8"
"POMC",11.4622968492649,"female","pituitary","bldg","s092.blk.r.o_female_pituitary_bldg"
"POMC",12.5901486070665,"female","pituitary","m.inc.d3","s093.blk.y.d_female_pituitary_m.inc.d3"
"POMC",12.1668915237397,"female","pituitary","lay","s095.g.blk.o_female_pituitary_lay"
"POMC",12.2007545076351,"female","pituitary","m.inc.d17","s100.l.pk.blk_female_pituitary_m.inc.d17"
"POMC",12.0986202334035,"female","pituitary","m.inc.d3","s103.y.pk.blk_female_pituitary_m.inc.d3"
"POMC",12.5273329714716,"female","pituitary","lay","s136.d.w.o_female_pituitary_lay"
"POMC",12.2138905998912,"female","pituitary","extend","s137.g.blk.y_female_pituitary_extend"
"POMC",12.234470182425,"female","pituitary","lay","s142.o.pk.pu_female_pituitary_lay"
"POMC",11.6521278251359,"female","pituitary","lay","s176.blk.pu.r_female_pituitary_lay"
"POMC",12.997482320865,"female","pituitary","extend","s186.l.o.pk_female_pituitary_extend"
"POMC",10.8360840065292,"female","pituitary","m.n2","s333.y.blk.pk_female_pituitary_m.hatch"
"POMC",9.4642488913267,"female","pituitary","control","w191.r1_female_pituitary_control"
"POMC",11.8805673168053,"female","pituitary","prolong","x.blk20_female_pituitary_prolong"
"POMC",13.1104450709273,"female","pituitary","inc.d9","x.blu101.w43_female_pituitary_inc.d9"
"POMC",11.8388056265211,"female","pituitary","inc.d3","x.blu102.w105_female_pituitary_inc.d3"
"POMC",12.4175190223537,"female","pituitary","n5","x.blu109.w121_female_pituitary_n5"
"POMC",12.2269721848522,"female","pituitary","inc.d17","x.blu116.w107_female_pituitary_inc.d17.NYNO"
"POMC",12.7163404415383,"female","pituitary","inc.d9","x.blu122.r66_female_pituitary_inc.d9"
"POMC",12.3894806241485,"female","pituitary","m.inc.d9","x.blu25_female_pituitary_m.inc.d9"
"POMC",10.6357194906775,"female","pituitary","n9","x.blu43.g132_female_pituitary_n9"
"POMC",9.30007375357429,"female","pituitary","lay","x.blu6.y80_female_pituitary_lay"
"POMC",12.2133901743783,"female","pituitary","m.inc.d17","x.blu94_female_pituitary_m.inc.d17"
"POMC",10.9975981400829,"female","pituitary","m.n2","x.blu96_female_pituitary_m.n2"
"POMC",12.3855001699828,"female","pituitary","early","x.g26_female_pituitary_m.inc.d8"
"POMC",11.0325544073208,"female","pituitary","n5","x.g37_female_pituitary_n5"
"POMC",11.8537632842957,"female","pituitary","n9","x.g4.w50_female_pituitary_n9"
"POMC",12.1469713982865,"female","pituitary","n5","x.g43_female_pituitary_n5"
"POMC",11.1439475327196,"female","pituitary","n5","x.g49_female_pituitary_n5.NYNO"
"POMC",12.2512408404414,"female","pituitary","prolong","x.g50_female_pituitary_inc.prolong"
"POMC",12.7609960583817,"female","pituitary","inc.d9","x.g9.o166_female_pituitary_inc.d9.NYNO"
"POMC",12.1572944445974,"female","pituitary","inc.d17","x.o159.w90_female_pituitary_inc.d17"
"POMC",11.8447928920807,"female","pituitary","m.n2","x.o171.w45_female_pituitary_m.hatch"
"POMC",9.93773851392903,"female","pituitary","n5","x.o175.g21_female_pituitary_n5"
"POMC",11.62176669523,"female","pituitary","hatch","x.o37.blu50_female_pituitary_hatch"
"POMC",13.2118509235051,"female","pituitary","m.n2","x.o61_female_pituitary_extend.hatch"
"POMC",11.5894071279037,"female","pituitary","n5","x.o70_female_pituitary_n5"
"POMC",12.7073637536966,"female","pituitary","m.inc.d3","x.r180_female_pituitary_m.inc.d3"
"POMC",12.7837208562866,"female","pituitary","inc.d3","x.r33.w183_female_pituitary_inc.d3"
"POMC",11.2594301456159,"female","pituitary","bldg","x.r39.g10_female_pituitary_bldg"
"POMC",12.8202762310081,"female","pituitary","hatch","x.r44.w95_female_pituitary_hatch"
"POMC",13.1514200723763,"female","pituitary","inc.d17","x.r48.y139_female_pituitary_inc.d17.NYNO"
"POMC",11.5549133405875,"female","pituitary","n5","x.r50.w97_female_pituitary_n5"
"POMC",12.3820763059263,"female","pituitary","m.n2","x.r74.o29_female_pituitary_m.hatch"
"POMC",11.7957162512484,"female","pituitary","m.inc.d9","x.r76_female_pituitary_m.inc.d9"
"POMC",11.8395402642116,"female","pituitary","early","x.s188_female_pituitary_m.inc.d8"
"POMC",12.9431226832861,"female","pituitary","n9","x.w178_female_pituitary_n9"
"POMC",12.4831705443812,"female","pituitary","lay","x.w51_female_pituitary_lay"
"POMC",12.0667662317427,"female","pituitary","n9","x.w6_female_pituitary_n9"
"POMC",12.0643459067827,"female","pituitary","inc.d9","x.y109_female_pituitary_inc.d9"
"POMC",12.4545735554875,"female","pituitary","m.inc.d17","x.y119.w11_female_pituitary_m.inc.d17"
"POMC",12.3336376497956,"female","pituitary","n9","x.y138.w176_female_pituitary_n9"
"POMC",11.4224230485322,"female","pituitary","prolong","x.y145.r55_female_pituitary_inc.prolong"
"POMC",10.2738517648129,"female","pituitary","early","x.y5_female_pituitary_m.inc.d8"
"POMC",11.5348833534441,"female","pituitary","extend","x.y64_female_pituitary_extend"
"POMC",11.7319991856492,"female","pituitary","hatch","x.y90_female_pituitary_hatch"
"POMC",12.502496001315,"female","pituitary","inc.d9","x.y93.g126_female_pituitary_inc.d9"
"POMC",11.3965458643818,"female","pituitary","n9","x.y9_female_pituitary_n9"
"POMC",11.6844594107324,"female","pituitary","lay","y.s156.o.r_female_pituitary_lay"
"POMC",6.66092148741341,"female","pituitary","m.inc.d9","y12.x_female_pituitary_m.inc.d9"
"POMC",9.9897267581583,"female","pituitary","inc.d17","y126.w92.x_female_pituitary_inc.d17"
