"","gene","direction.x","direction.y"
"3479","NUDT15",NA,"hi"
"3480","NUDT6",NA,"hi"
"3481","NUF2",NA,"hi"
"3482","NUP37",NA,"hi"
"3483","NUP58",NA,"hi"
"3484","NUS1",NA,"hi"
"3485","NUSAP1",NA,"hi"
"3486","NVL",NA,"hi"
"3487","NXN",NA,"lo"
"3488","NXNL1",NA,"lo"
"3489","OASL",NA,"lo"
"3490","OAZ1",NA,"hi"
"3491","OC3",NA,"lo"
"3492","OCIAD1",NA,"hi"
"3493","ODF2",NA,"hi"
"3494","OFCC1",NA,"hi"
"3495","OGN",NA,"lo"
"3496","OIT3",NA,"hi"
"3497","OLA1",NA,"hi"
"3498","OLFM1",NA,"hi"
"3499","OLFM2",NA,"hi"
"3500","OLFML2A",NA,"lo"
"3501","OMP",NA,"hi"
"3502","OPCML",NA,"lo"
"3503","OPN1LW",NA,"lo"
"3504","OPRL1",NA,"lo"
"3505","ORAI1",NA,"lo"
"3506","ORC1",NA,"hi"
"3507","OSBPL10",NA,"lo"
"3508","OSBPL11",NA,"hi"
"3509","OST4",NA,"hi"
"3510","OSTC",NA,"hi"
"3511","OTUD1",NA,"lo"
"3512","OTUD6B",NA,"hi"
"3513","OTUD7A",NA,"hi"
"3514","OVST",NA,"hi"
"3515","OVSTL",NA,"hi"
"3516","OXR1",NA,"hi"
"3517","OXSR1",NA,"lo"
"3518","OXT",NA,"lo"
"3519","P2RY13",NA,"lo"
"3520","P2RY6",NA,"lo"
"3521","P2RY8",NA,"lo"
"3522","PAK1IP1",NA,"hi"
"3523","PALD1",NA,"lo"
"3524","PAM",NA,"hi"
"3525","PAPSS1",NA,"hi"
"3526","PAQR8",NA,"lo"
"3527","PARK7",NA,"hi"
"3528","PARVG",NA,"lo"
"3529","PASD1",NA,"hi"
"3530","PASK",NA,"hi"
"3531","PAX7",NA,"hi"
"3532","PBK",NA,"hi"
"3533","PCASP2",NA,"lo"
"3534","PCBP2",NA,"lo"
"3535","PCDH15",NA,"lo"
"3536","PCDH7",NA,"hi"
"3537","PCDH9",NA,"hi"
"3538","PCDHA12",NA,"hi"
"3539","PCDHA3",NA,"hi"
"3540","PCDHGC3",NA,"lo"
"3541","PCF11",NA,"hi"
"3542","PCGF6",NA,"hi"
"3543","PCLO",NA,"hi"
"3544","PCM1",NA,"hi"
"3545","PCSK1",NA,"hi"
"3546","PCSK9",NA,"lo"
"3547","PCYOX1",NA,"hi"
"3548","PDAP1",NA,"hi"
"3549","PDCD4",NA,"hi"
"3550","PDE10A",NA,"hi"
"3551","PDE11A",NA,"hi"
"3552","PDE1A",NA,"lo"
"3553","PDE1C",NA,"hi"
"3554","PDE5A",NA,"lo"
"3555","PDGFC",NA,"lo"
"3556","PDGFRB",NA,"lo"
"3557","PDGFRL",NA,"hi"
"3558","PDIA3",NA,"hi"
"3559","PDLIM7",NA,"lo"
"3560","PDZD11",NA,"lo"
"3561","PEAR1",NA,"lo"
"3562","PER3",NA,"lo"
"3563","PEX10",NA,"hi"
"3564","PEX12",NA,"lo"
"3565","PEX2",NA,"hi"
"3566","PGAM1",NA,"hi"
"3567","PGM2",NA,"hi"
"3568","PGM3",NA,"hi"
"3569","PGRMC2",NA,"hi"
"3570","PHF14",NA,"hi"
"3571","PHGDH",NA,"hi"
"3572","PHLDA1",NA,"hi"
"3573","PHLDB1",NA,"lo"
"3574","PICK1",NA,"hi"
"3575","PIGA",NA,"hi"
"3576","PIGB",NA,"hi"
"3577","PIGK",NA,"hi"
"3578","PIGR",NA,"lo"
"3579","PIK3AP1",NA,"lo"
"3580","PIK3R5",NA,"lo"
"3581","PIM1",NA,"lo"
"3582","PIM3",NA,"hi"
"3583","PINK1",NA,"lo"
"3584","PITRM1",NA,"hi"
"3585","PITX2",NA,"lo"
"3586","PITX3",NA,"lo"
"3587","PIWIL1",NA,"lo"
"3588","PKD2",NA,"lo"
"3589","PKDREJ",NA,"lo"
"3590","PLA2G4E",NA,"lo"
"3591","PLA2G7",NA,"hi"
"3592","PLAC8L1",NA,"lo"
"3593","PLACL2",NA,"lo"
"3594","PLCD1",NA,"lo"
"3595","PLD4",NA,"lo"
"3596","PLD6",NA,"hi"
"3597","PLEKHA6",NA,"lo"
"3598","PLEKHB1",NA,"hi"
"3599","PLEKHF1",NA,"lo"
"3600","PLEKHG3",NA,"lo"
"3601","PLEKHG4",NA,"lo"
"3602","PLK1",NA,"hi"
"3603","PLP1",NA,"hi"
"3604","PLS1",NA,"hi"
"3605","PLS3",NA,"hi"
"3606","PLXNB2",NA,"lo"
"3607","PM5",NA,"hi"
"3608","PML",NA,"lo"
"3609","PMM1",NA,"hi"
"3610","PMM2",NA,"hi"
"3611","PMS2",NA,"hi"
"3612","PNRC2",NA,"hi"
"3613","POFUT2",NA,"hi"
"3614","POLB",NA,"hi"
"3615","POLG2",NA,"hi"
"3616","POLR1B",NA,"hi"
"3617","POLR2F",NA,"hi"
"3618","POLR2J",NA,"hi"
"3619","POLR3E",NA,"hi"
"3620","POLR3F",NA,"hi"
"3621","POLR3H",NA,"hi"
"3622","POU3F2",NA,"hi"
"3623","POU3F3",NA,"hi"
"3624","PPA1",NA,"hi"
"3625","PPAP2B",NA,"lo"
"3626","PPIB",NA,"hi"
"3627","PPIL4",NA,"hi"
"3628","PPM1E",NA,"hi"
"3629","PPM1F",NA,"lo"
"3630","PPP1R16B",NA,"lo"
"3631","PPP1R3B",NA,"lo"
"3632","PPP3CA",NA,"hi"
"3633","PPP6R3",NA,"hi"
"3634","PRC1",NA,"hi"
"3635","PRDM5",NA,"hi"
"3636","PRDX3",NA,"hi"
"3637","PRDX4",NA,"hi"
"3638","PRELID1",NA,"hi"
"3639","PRICKLE1",NA,"lo"
"3640","PRICKLE2",NA,"lo"
"3641","PRIM2",NA,"hi"
"3642","PRIMA1",NA,"lo"
"3643","PRKAA2",NA,"lo"
"3644","PRKAB2",NA,"lo"
"3645","PRKAG3",NA,"lo"
"3646","PRKCB",NA,"lo"
"3647","PRKCD",NA,"lo"
"3648","PRKDC",NA,"hi"
"3649","PRL",NA,"hi"
"3650","PRNP",NA,"lo"
"3651","PROCA1",NA,"lo"
"3652","PROCR",NA,"hi"
"3653","PROS1",NA,"hi"
"3654","PROSER2",NA,"lo"
"3655","PRPF8",NA,"lo"
"3656","PRPH2",NA,"lo"
"3657","PRPS2",NA,"hi"
"3658","PRR15",NA,"lo"
"3659","PRSS23",NA,"hi"
"3660","PSD2",NA,"lo"
"3661","PSMA3",NA,"hi"
"3662","PSMB3",NA,"hi"
"3663","PSMC1",NA,"hi"
"3664","PSMD6",NA,"hi"
"3665","PSMD7",NA,"hi"
"3666","PSPH",NA,"hi"
"3667","PTAFR",NA,"lo"
"3668","PTCH2",NA,"lo"
"3669","PTCHD2",NA,"lo"
"3670","PTGER3",NA,"lo"
"3671","PTGFR",NA,"hi"
"3672","PTGFRN",NA,"lo"
"3673","PTGS1",NA,"lo"
"3674","PTK2B",NA,"lo"
"3675","PTMA",NA,"hi"
"3676","PTPN14",NA,"lo"
"3677","PTPN7",NA,"lo"
"3678","PTPRVP",NA,"lo"
"3679","PTRH2",NA,"hi"
"3680","PTTG1",NA,"hi"
"3681","PTTG1IP",NA,"hi"
"3682","PUS10",NA,"hi"
"3683","PUS7L",NA,"hi"
"3684","PXDC1",NA,"lo"
"3685","PXDN",NA,"lo"
"3686","PYCR2",NA,"hi"
"3687","PYGL",NA,"lo"
"3688","QKI",NA,"lo"
"3689","RAB1A",NA,"hi"
"3690","RAB26",NA,"hi"
"3691","RAB2A",NA,"hi"
"3692","RAB30",NA,"hi"
"3693","RAB3B",NA,"lo"
"3694","RAB3GAP1",NA,"lo"
"3695","RAB3GAP2",NA,"hi"
"3696","RAB5C",NA,"lo"
"3697","RACGAP1",NA,"hi"
"3698","RAD18",NA,"hi"
"3699","RAD51AP1",NA,"hi"
"3700","RALBP1",NA,"hi"
"3701","RALGDS",NA,"lo"
"3702","RANBP1",NA,"hi"
"3703","RANBP17",NA,"lo"
"3704","RANBP3",NA,"lo"
"3705","RANGAP1",NA,"hi"
"3706","RAP1GAP2",NA,"lo"
"3707","RAPGEF5",NA,"lo"
"3708","RARB",NA,"lo"
"3709","RARRES1",NA,"lo"
"3710","RARS",NA,"hi"
"3711","RASGRF1",NA,"lo"
"3712","RASSF1",NA,"hi"
"3713","RASSF3",NA,"hi"
"3714","RASSF5",NA,"hi"
"3715","RASSF6",NA,"hi"
"3716","RASSF9",NA,"lo"
"3717","RB1",NA,"hi"
"3718","RB1CC1",NA,"hi"
"3719","RBBP4",NA,"hi"
"3720","RBBP8",NA,"hi"
"3721","RBM17",NA,"hi"
"3722","RBM25",NA,"hi"
"3723","RBM38",NA,"lo"
"3724","RBM47",NA,"lo"
"3725","RBM48",NA,"hi"
"3726","RBMS2",NA,"lo"
"3727","RBPMS2",NA,"lo"
"3728","RCAN2",NA,"hi"
"3729","RCAN3",NA,"lo"
"3730","RCN1",NA,"hi"
"3731","RCN2",NA,"hi"
"3732","RDH10",NA,"hi"
"3733","RDX",NA,"lo"
"3734","REEP5",NA,"hi"
"3735","REL",NA,"lo"
"3736","RER1",NA,"hi"
"3737","RERGL",NA,"lo"
"3738","REST",NA,"hi"
"3739","RET",NA,"hi"
"3740","REV1",NA,"lo"
"3741","RFC2",NA,"hi"
"3742","RFC3",NA,"hi"
"3743","RFC5",NA,"hi"
"3744","RFTN2",NA,"lo"
"3745","RGCC",NA,"hi"
"3746","RGS18",NA,"lo"
"3747","RGS4",NA,"lo"
"3748","RGS7",NA,"hi"
"3749","RHBDF1",NA,"lo"
"3750","RHBDL1",NA,"lo"
"3751","RHOT2",NA,"lo"
"3752","RIBC2",NA,"lo"
"3753","RIMS2",NA,"hi"
"3754","RIN3",NA,"lo"
"3755","RINT1",NA,"hi"
"3756","RIOK1",NA,"hi"
"3757","RIPK1",NA,"lo"
"3758","RNASEH2B",NA,"hi"
"3759","RNF145",NA,"lo"
"3760","RNF149",NA,"lo"
"3761","RNF157",NA,"hi"
"3762","RNF169",NA,"lo"
"3763","RNF182",NA,"hi"
"3764","RNF213",NA,"lo"
"3765","RNF32",NA,"hi"
"3766","RNF34",NA,"lo"
"3767","ROM1",NA,"lo"
"3768","ROR1",NA,"lo"
"3769","RP11-1035H13.3",NA,"hi"
"3770","RP11-108O10.8",NA,"hi"
"3771","RP11-155D18.12",NA,"lo"
"3772","RP11-156P1.2",NA,"hi"
"3773","RP11-196G11.1",NA,"hi"
"3774","RP11-292K15.2",NA,"hi"
"3775","RP11-407N17.3",NA,"hi"
"3776","RP11-574K11.31",NA,"hi"
"3777","RP11-690P14.4",NA,"lo"
"3778","RP13-512J5.1",NA,"hi"
"3779","RP3-461F17.3",NA,"hi"
"3780","RP5-864K19.6",NA,"hi"
"3781","RPA2",NA,"hi"
"3782","RPF2",NA,"hi"
"3783","RPGR",NA,"hi"
"3784","RPL11",NA,"hi"
"3785","RPL35",NA,"hi"
"3786","RPL5",NA,"hi"
"3787","RPL6",NA,"hi"
"3788","RPN1",NA,"hi"
"3789","RPP25",NA,"lo"
"3790","RPP40",NA,"hi"
"3791","RPRD1B",NA,"lo"
"3792","RPRM",NA,"lo"
"3793","RPS21",NA,"hi"
"3794","RPS3A",NA,"hi"
"3795","RPS6KA6",NA,"hi"
"3796","RPSA",NA,"hi"
"3797","RRAGB",NA,"lo"
"3798","RRBP1",NA,"hi"
"3799","RRM2",NA,"hi"
"3800","RRP15",NA,"hi"
"3801","RSAD2",NA,"lo"
"3802","RTCA",NA,"hi"
"3803","RTFDC1",NA,"hi"
"3804","RTN4",NA,"hi"
"3805","RTN4IP1",NA,"hi"
"3806","RTN4R",NA,"lo"
"3807","RUNX1T1",NA,"hi"
"3808","RWDD2A",NA,"hi"
"3809","RWDD4",NA,"hi"
"3810","S1PR1",NA,"lo"
"3811","S1PR2",NA,"lo"
"3812","SAFB",NA,"hi"
"3813","SAMD11",NA,"lo"
"3814","SAMD15",NA,"lo"
"3815","SAMD9L",NA,"lo"
"3816","SAMM50",NA,"hi"
"3817","SAMSN1",NA,"lo"
"3818","SARNP",NA,"lo"
"3819","SASH1",NA,"lo"
"3820","SASH3",NA,"lo"
"3821","SBK1",NA,"lo"
"3822","SCAMP3",NA,"lo"
"3823","SCAPER",NA,"hi"
"3824","SCARA3",NA,"lo"
"3825","SCARA5",NA,"lo"
"3826","SCARB1",NA,"lo"
"3827","SCFD1",NA,"hi"
"3828","SCG3",NA,"hi"
"3829","SCNN1G",NA,"lo"
"3830","SCRN3",NA,"hi"
"3831","SCYL2",NA,"hi"
"3832","SDC2",NA,"lo"
"3833","SDF2L1",NA,"hi"
"3834","SDF4",NA,"hi"
"3835","SDK2",NA,"lo"
"3836","SEC11C",NA,"hi"
"3837","SEC13",NA,"hi"
"3838","SEC22C",NA,"hi"
"3839","SEC23B",NA,"hi"
"3840","SEC24D",NA,"hi"
"3841","SEC61B",NA,"hi"
"3842","SEC61G",NA,"hi"
"3843","SELENBP1",NA,"lo"
"3844","SELK",NA,"hi"
"3845","SELPLG",NA,"lo"
"3846","SEMA3B",NA,"lo"
"3847","SEMA3G",NA,"lo"
"3848","SEMA4G",NA,"lo"
"3849","SEMA6B",NA,"lo"
"3850","SEP15",NA,"hi"
"3851","SEPP1",NA,"hi"
"3852","SERINC1",NA,"hi"
"3853","SERINC2",NA,"lo"
"3854","SERP1",NA,"hi"
"3855","SERPINB10",NA,"lo"
"3856","SERPING1",NA,"lo"
"3857","SERPINH1",NA,"lo"
"3858","SESN1",NA,"lo"
"3859","SET",NA,"hi"
"3860","SETD3",NA,"hi"
"3861","SETD8",NA,"hi"
"3862","SEZ6",NA,"lo"
"3863","SF3B6",NA,"lo"
"3864","SFPQ",NA,"hi"
"3865","SFRP4",NA,"lo"
"3866","SFRP5",NA,"hi"
"3867","SGCB",NA,"lo"
"3868","SGK223",NA,"lo"
"3869","SGK3",NA,"lo"
"3870","SGOL1",NA,"hi"
"3871","SGPL1",NA,"lo"
"3872","SGSM3",NA,"hi"
"3873","SH2D1A",NA,"lo"
"3874","SH3BGRL3",NA,"lo"
"3875","SH3GL3",NA,"lo"
"3876","SH3RF3",NA,"lo"
"3877","SHC2",NA,"hi"
"3878","SHCBP1",NA,"hi"
"3879","SHISA5",NA,"hi"
"3880","SHOX2",NA,"hi"
"3881","SHPRH",NA,"hi"
"3882","SIL1",NA,"hi"
"3883","SIRT5",NA,"hi"
"3884","SIX3",NA,"hi"
"3885","SKA1",NA,"hi"
"3886","SKA3",NA,"hi"
"3887","SLA",NA,"lo"
"3888","SLAMF1",NA,"lo"
"3889","SLBP",NA,"hi"
"3890","SLC12A7",NA,"hi"
"3891","SLC12A9",NA,"lo"
"3892","SLC16A1",NA,"hi"
"3893","SLC16A2",NA,"lo"
"3894","SLC17A5",NA,"hi"
"3895","SLC17A9",NA,"hi"
"3896","SLC1A4",NA,"hi"
"3897","SLC22A15",NA,"hi"
"3898","SLC22A3",NA,"lo"
"3899","SLC22A31",NA,"lo"
"3900","SLC23A2",NA,"hi"
"3901","SLC25A1",NA,"lo"
"3902","SLC25A21",NA,"hi"
"3903","SLC25A34",NA,"hi"
"3904","SLC25A37",NA,"lo"
"3905","SLC25A44",NA,"lo"
"3906","SLC27A6",NA,"hi"
"3907","SLC2A1",NA,"lo"
"3908","SLC2A10",NA,"lo"
"3909","SLC2A5",NA,"lo"
"3910","SLC30A8",NA,"hi"
"3911","SLC35C1",NA,"lo"
"3912","SLC35E2B",NA,"lo"
"3913","SLC35F2",NA,"hi"
"3914","SLC35F4",NA,"hi"
"3915","SLC37A3",NA,"hi"
"3916","SLC37A4",NA,"lo"
"3917","SLC38A2",NA,"hi"
"3918","SLC38A3",NA,"lo"
"3919","SLC39A13",NA,"hi"
"3920","SLC40A1",NA,"lo"
"3921","SLC41A2",NA,"hi"
"3922","SLC44A5",NA,"lo"
"3923","SLC46A1",NA,"hi"
"3924","SLC47A1",NA,"lo"
"3925","SLC4A2",NA,"lo"
"3926","SLC4A4",NA,"lo"
"3927","SLC6A1",NA,"lo"
"3928","SLC6A13",NA,"lo"
"3929","SLC7A5",NA,"hi"
"3930","SLC7A6",NA,"hi"
"3931","SLC8A2",NA,"lo"
"3932","SLC9A2",NA,"lo"
"3933","SLC9A3R1",NA,"lo"
"3934","SLC9A3R2",NA,"lo"
"3935","SLCO4A1",NA,"hi"
"3936","SLITRK6",NA,"hi"
"3937","SLMO2",NA,"hi"
"3938","SLTM",NA,"hi"
"3939","SMARCD1",NA,"lo"
"3940","SMC6",NA,"hi"
"3941","SMCO4",NA,"hi"
"3942","SMG8",NA,"hi"
"3943","SMIM18",NA,"hi"
"3944","SMIM5",NA,"lo"
"3945","SMNDC1",NA,"hi"
"3946","SMO",NA,"lo"
"3947","SMPD3",NA,"hi"
"3948","SMTN",NA,"lo"
"3949","SND1",NA,"hi"
"3950","SNRPA1",NA,"hi"
"3951","SNRPD2",NA,"hi"
"3952","SNRPF",NA,"hi"
"3953","SNRPG",NA,"hi"
"3954","SNTB1",NA,"lo"
"3955","SNX14",NA,"hi"
"3956","SNX20",NA,"lo"
"3957","SOCS1",NA,"lo"
"3958","SOD1",NA,"hi"
"3959","SOS1",NA,"lo"
"3960","SOSTDC1",NA,"hi"
"3961","SOX17",NA,"lo"
"3962","SOX2",NA,"lo"
"3963","SOX4",NA,"hi"
"3964","SOX8",NA,"lo"
"3965","SPAG1",NA,"hi"
"3966","SPARC",NA,"lo"
"3967","SPATA5",NA,"hi"
"3968","SPC24",NA,"hi"
"3969","SPC25",NA,"hi"
"3970","SPCS2",NA,"hi"
"3971","SPCS3",NA,"hi"
"3972","SPEG",NA,"hi"
"3973","SPI1",NA,"lo"
"3974","SPNS3",NA,"lo"
"3975","SPOP",NA,"hi"
"3976","SPP1",NA,"lo"
"3977","SPRY1",NA,"hi"
"3978","SPTB",NA,"lo"
"3979","SPTBN5",NA,"lo"
"3980","SPTSSB",NA,"lo"
"3981","SQLE",NA,"hi"
"3982","SRCIN1",NA,"lo"
"3983","SRF",NA,"lo"
"3984","SRGN",NA,"lo"
"3985","SRL",NA,"lo"
"3986","SRM",NA,"hi"
"3987","SRP14",NA,"hi"
"3988","SRP54",NA,"hi"
"3989","SRPR",NA,"hi"
"3990","SRPRB",NA,"hi"
"3991","SRSF1",NA,"hi"
"3992","SS18",NA,"lo"
"3993","SS18L2",NA,"hi"
"3994","SSB",NA,"hi"
"3995","SSPN",NA,"lo"
"3996","SSPO",NA,"hi"
"3997","SSR1",NA,"hi"
"3998","SSR2",NA,"hi"
"3999","SSR3",NA,"hi"
"4000","SSR4",NA,"hi"
"4001","SSTR2",NA,"lo"
"4002","ST13",NA,"hi"
"4003","ST6GALNAC3",NA,"hi"
"4004","ST6GALNAC6",NA,"lo"
"4005","STAB1",NA,"lo"
"4006","STAC",NA,"hi"
"4007","STAMBPL1",NA,"hi"
"4008","STARD9",NA,"lo"
"4009","STAT2",NA,"lo"
"4010","STAT5B",NA,"lo"
"4011","STC1",NA,"hi"
"4012","STEAP2",NA,"hi"
"4013","STK10",NA,"lo"
"4014","STK16",NA,"hi"
"4015","STK3",NA,"hi"
"4016","STMN1",NA,"hi"
"4017","STRADB",NA,"hi"
"4018","STRAP",NA,"hi"
"4019","STX17",NA,"lo"
"4020","STX2",NA,"lo"
"4021","STXBP4",NA,"lo"
"4022","STXBP6",NA,"lo"
"4023","SUB1L1",NA,"hi"
"4024","SUFU",NA,"lo"
"4025","SUMF2",NA,"hi"
"4026","SUPT6H",NA,"lo"
"4027","SVIL",NA,"lo"
"4028","SWAP70",NA,"lo"
"4029","SYAP1",NA,"hi"
"4030","SYDE2",NA,"lo"
"4031","SYNGR1",NA,"lo"
"4032","SYNPO",NA,"lo"
"4033","SYNPO2",NA,"lo"
"4034","TACC1",NA,"lo"
"4035","TACR3",NA,"hi"
"4036","TAF1A",NA,"hi"
"4037","TAF4",NA,"lo"
"4038","TAF8",NA,"lo"
"4039","TAF9",NA,"lo"
"4040","TAL1",NA,"lo"
"4041","TALDO1",NA,"hi"
"4042","TAPBPL",NA,"lo"
"4043","TARP",NA,"lo"
"4044","TBC1D15",NA,"hi"
"4045","TBC1D32",NA,"hi"
"4046","TBC1D8B",NA,"hi"
"4047","TBC1D9",NA,"hi"
"4048","TBCE",NA,"hi"
"4049","TBX20",NA,"lo"
"4050","TBXA2R",NA,"lo"
"4051","TCERG1L",NA,"hi"
"4052","TCP1",NA,"hi"
"4053","TCTN1",NA,"lo"
"4054","TEAD1",NA,"hi"
"4055","TEK",NA,"lo"
"4056","TENM2",NA,"hi"
"4057","TESC",NA,"hi"
"4058","TESK2",NA,"lo"
"4059","TF",NA,"lo"
"4060","TFAP2B",NA,"hi"
"4061","TFDP1",NA,"hi"
"4062","TFPI2",NA,"hi"
"4063","TGDS",NA,"hi"
"4064","TGFBR3",NA,"lo"
"4065","TGM2",NA,"lo"
"4066","TGS1",NA,"hi"
"4067","THADA",NA,"hi"
"4068","THAP5",NA,"hi"
"4069","THBS4",NA,"lo"
"4070","THG1L",NA,"hi"
"4071","THOC1",NA,"hi"
"4072","THOC2",NA,"hi"
"4073","THRAP3",NA,"hi"
"4074","THY1",NA,"lo"
"4075","TIMM44",NA,"hi"
"4076","TJP3",NA,"lo"
"4077","TK1",NA,"hi"
"4078","TLCD2",NA,"lo"
"4079","TLE1",NA,"lo"
"4080","TLL1",NA,"lo"
"4081","TLR7",NA,"lo"
"4082","TM2D3",NA,"hi"
"4083","TM9SF3",NA,"hi"
"4084","TMC5",NA,"hi"
"4085","TMCC2",NA,"lo"
"4086","TMEM104",NA,"lo"
"4087","TMEM116",NA,"lo"
"4088","TMEM120A",NA,"lo"
"4089","TMEM126A",NA,"hi"
"4090","TMEM159",NA,"hi"
"4091","TMEM181",NA,"hi"
"4092","TMEM184B",NA,"hi"
"4093","TMEM185A",NA,"hi"
"4094","TMEM186",NA,"hi"
"4095","TMEM196",NA,"hi"
"4096","TMEM220",NA,"lo"
"4097","TMEM240",NA,"hi"
"4098","TMEM241",NA,"hi"
"4099","TMEM243",NA,"lo"
"4100","TMEM258",NA,"hi"
"4101","TMEM260",NA,"hi"
"4102","TMEM30A",NA,"hi"
"4103","TMEM39A",NA,"hi"
"4104","TMEM47",NA,"lo"
"4105","TMEM50A",NA,"hi"
"4106","TMEM52B",NA,"hi"
"4107","TMEM57",NA,"hi"
"4108","TMEM59",NA,"hi"
"4109","TMEM63A",NA,"lo"
"4110","TMEM68",NA,"hi"
"4111","TMF1",NA,"hi"
"4112","TMOD3",NA,"hi"
"4113","TMPRSS13",NA,"hi"
"4114","TMPRSS9",NA,"lo"
"4115","TMSB10",NA,"hi"
"4116","TMTC3",NA,"hi"
"4117","TMX3",NA,"hi"
"4118","TN",NA,"lo"
"4119","TNC",NA,"lo"
"4120","TNFAIP3",NA,"lo"
"4121","TNFRSF11A",NA,"lo"
"4122","TNFRSF1A",NA,"lo"
"4123","TNFRSF25",NA,"lo"
"4124","TNFSF11",NA,"lo"
"4125","TNKS",NA,"hi"
"4126","TNKS2",NA,"hi"
"4127","TOB2",NA,"lo"
"4128","TOMM20",NA,"hi"
"4129","TOP1MT",NA,"hi"
"4130","TOP2A",NA,"hi"
"4131","TP53INP1",NA,"lo"
"4132","TP63",NA,"lo"
"4133","TP73",NA,"lo"
"4134","TPCN2",NA,"lo"
"4135","TPM1",NA,"lo"
"4136","TPP2",NA,"hi"
"4137","TPRG1L",NA,"lo"
"4138","TPT1",NA,"hi"
"4139","TRA2A",NA,"hi"
"4140","TRA2B",NA,"hi"
"4141","TRABD",NA,"hi"
"4142","TRAF1",NA,"lo"
"4143","TRAF3IP1",NA,"hi"
"4144","TRAF7",NA,"lo"
"4145","TRAIP",NA,"hi"
"4146","TRAM1",NA,"hi"
"4147","TREM-B2",NA,"lo"
"4148","TRIAP1",NA,"hi"
"4149","TRIL",NA,"lo"
"4150","TRIM24",NA,"lo"
"4151","TRIM35",NA,"hi"
"4152","TRIM39.1",NA,"lo"
"4153","TRIM45",NA,"lo"
"4154","TRIM9",NA,"hi"
"4155","TRIP11",NA,"hi"
"4156","TRIP13",NA,"hi"
"4157","TRMT11",NA,"hi"
"4158","TRMT2A",NA,"hi"
"4159","TRPV2",NA,"lo"
"4160","TRPV4",NA,"lo"
"4161","TSEN2",NA,"hi"
"4162","TSHZ1",NA,"hi"
"4163","TSNAXIP1",NA,"lo"
"4164","TSPAN13",NA,"hi"
"4165","TSPAN3",NA,"hi"
"4166","TSPAN4",NA,"lo"
"4167","TSPAN9",NA,"lo"
"4168","TSR3",NA,"hi"
"4169","TSTA3",NA,"hi"
"4170","TTBK1",NA,"hi"
"4171","TTC12",NA,"hi"
"4172","TTC13",NA,"hi"
"4173","TTC17",NA,"hi"
"4174","TTC27",NA,"hi"
"4175","TTC3",NA,"hi"
"4176","TTC9",NA,"lo"
"4177","TTF1",NA,"hi"
"4178","TTK",NA,"hi"
"4179","TTL",NA,"hi"
"4180","TTLL11",NA,"hi"
"4181","TTLL4",NA,"lo"
"4182","TTYH2",NA,"lo"
"4183","TUBD1",NA,"hi"
"4184","TUSC3",NA,"hi"
"4185","TXNDC11",NA,"hi"
"4186","TXNL1",NA,"hi"
"4187","TXNL4B",NA,"hi"
"4188","TYMS",NA,"hi"
"4189","TYW5",NA,"hi"
"4190","U2AF1",NA,"hi"
"4191","UAP1",NA,"hi"
"4192","UAP1L1",NA,"lo"
"4193","UBE2A",NA,"hi"
"4194","UBE2C",NA,"hi"
"4195","UBE2D2",NA,"hi"
"4196","UBE2E1",NA,"lo"
"4197","UBE2G2",NA,"hi"
"4198","UBE2V1",NA,"hi"
"4199","UBL7",NA,"lo"
"4200","UBLCP1",NA,"hi"
"4201","UBR7",NA,"hi"
"4202","UBXN2A",NA,"hi"
"4203","UBXN6",NA,"lo"
"4204","UCHL5",NA,"hi"
"4205","UFC1",NA,"hi"
"4206","UFL1",NA,"hi"
"4207","UFM1",NA,"hi"
"4208","UGGT2",NA,"hi"
"4209","UGT8",NA,"hi"
"4210","UGT8L",NA,"lo"
"4211","UHRF1BP1L",NA,"hi"
"4212","ULK3",NA,"lo"
"4213","UMODL1",NA,"hi"
"4214","UNC5C",NA,"hi"
"4215","UQCRC2",NA,"hi"
"4216","URI1",NA,"lo"
"4217","USMG5",NA,"hi"
"4218","USP1",NA,"hi"
"4219","USP14",NA,"hi"
"4220","USP16",NA,"hi"
"4221","USP32",NA,"lo"
"4222","USP35",NA,"hi"
"4223","USP45",NA,"hi"
"4224","UTP11L",NA,"hi"
"4225","UTP20",NA,"hi"
"4226","UTP23",NA,"hi"
"4227","VANGL2",NA,"lo"
"4228","VAT1",NA,"lo"
"4229","VCL",NA,"lo"
"4230","VDHAP",NA,"lo"
"4231","VEPH1",NA,"hi"
"4232","VEZT",NA,"hi"
"4233","VGLL4",NA,"lo"
"4234","VIM",NA,"lo"
"4235","VIMP",NA,"hi"
"4236","VIPR1",NA,"hi"
"4237","VMA21",NA,"hi"
"4238","VNN1",NA,"lo"
"4239","VPS50",NA,"hi"
"4240","VPS53",NA,"lo"
"4241","VRK2",NA,"lo"
"4242","VSIG4",NA,"lo"
"4243","VSTM5",NA,"hi"
"4244","VWF",NA,"lo"
"4245","WBP1L",NA,"lo"
"4246","WBP2",NA,"lo"
"4247","WBSCR17",NA,"lo"
"4248","WDFY4",NA,"lo"
"4249","WDHD1",NA,"hi"
"4250","WDR17",NA,"hi"
"4251","WDR33",NA,"lo"
"4252","WDR35",NA,"hi"
"4253","WDR4",NA,"hi"
"4254","WDR60",NA,"hi"
"4255","WDR75",NA,"hi"
"4256","WDR77",NA,"hi"
"4257","WDR81",NA,"hi"
"4258","WFDC1",NA,"lo"
"4259","WFDC2",NA,"lo"
