"","geneid","bird_id","sex","tissue","stage","counts","manip","timept"
"1488","prlr","x.g.ATLAS","male","hypothalamus","control",186.0305,"n",1
"1489","prl","x.g.ATLAS","male","pituitary","control",182565,"n",1
"1490","prlr","x.g.ATLAS","male","pituitary","control",296.3999,"n",1
"1491","prl","x.g.g.ATLAS","female","gonad","control",111.1967,"n",1
"1492","prlr","x.g.g.ATLAS","female","gonad","control",29.70195,"n",1
"1493","prl","x.g.g.ATLAS","male","gonad","control",333.7861,"n",1
"1494","prlr","x.g.g.ATLAS","male","gonad","control",54.74357,"n",1
"1495","prl","x.g.g.ATLAS","male","hypothalamus","control",129.0682,"n",1
"1496","prlr","x.g.g.ATLAS","male","hypothalamus","control",24.20462,"n",1
"1497","prl","x.g.g.ATLAS","male","pituitary","control",36992.37,"n",1
"1498","prlr","x.g.g.ATLAS","male","pituitary","control",131.659,"n",1
"1499","prl","x.g.g.g.ATLAS","male","gonad","control",465.1732,"n",1
"1500","prlr","x.g.g.g.ATLAS","male","gonad","control",86.78784,"n",1
"1501","prl","x.g.g.g.ATLAS","male","pituitary","control",129892.6,"n",1
"1502","prlr","x.g.g.g.ATLAS","male","pituitary","control",242.7669,"n",1
"1503","prl","x.o117","male","gonad","m.inc.d9",262.0209,"y",8
"1504","prlr","x.o117","male","gonad","m.inc.d9",32.03448,"y",8
"1505","prl","x.o117","male","hypothalamus","m.inc.d9",115.5741,"y",8
"1506","prlr","x.o117","male","hypothalamus","m.inc.d9",146.67,"y",8
"1507","prl","x.o117","male","pituitary","m.inc.d9",62658.75,"y",8
"1508","prlr","x.o117","male","pituitary","m.inc.d9",83.6812,"y",8
"1509","prl","x.o159.w90","female","gonad","inc.d17",204.331,"n",9
"1510","prlr","x.o159.w90","female","gonad","inc.d17",32.32033,"n",9
"1511","prl","x.o159.w90","female","hypothalamus","inc.d17",128.534,"n",9
"1512","prlr","x.o159.w90","female","hypothalamus","inc.d17",147.4786,"n",9
"1513","prl","x.o159.w90","female","pituitary","inc.d17",370207,"n",9
"1514","prlr","x.o159.w90","female","pituitary","inc.d17",141.4261,"n",9
"1515","prl","x.o160.w102","male","gonad","hatch",291.7517,"n",11
"1516","prlr","x.o160.w102","male","gonad","hatch",35.89095,"n",11
"1517","prl","x.o160.w102","male","hypothalamus","hatch",328.8697,"n",11
"1518","prlr","x.o160.w102","male","hypothalamus","hatch",153.1427,"n",11
"1519","prl","x.o160.w102","male","pituitary","hatch",467324.4,"n",11
"1520","prlr","x.o160.w102","male","pituitary","hatch",68.31835,"n",11
"1521","prl","x.o163.w101","male","gonad","inc.d3",341.0845,"n",4
"1522","prlr","x.o163.w101","male","gonad","inc.d3",41.45167,"n",4
"1523","prl","x.o163.w101","male","hypothalamus","inc.d3",87.84205,"n",4
"1524","prlr","x.o163.w101","male","hypothalamus","inc.d3",231.3999,"n",4
"1525","prl","x.o163.w101","male","pituitary","inc.d3",3692.273,"n",4
"1526","prlr","x.o163.w101","male","pituitary","inc.d3",275.3634,"n",4
"1527","prl","x.o164.w123","male","gonad","n5",1088.269,"n",17
"1528","prlr","x.o164.w123","male","gonad","n5",77.73021,"n",17
"1529","prl","x.o164.w123","male","hypothalamus","n5",179.5298,"n",17
"1530","prlr","x.o164.w123","male","hypothalamus","n5",274.2336,"n",17
"1531","prl","x.o164.w123","male","pituitary","n5",256393.6,"n",17
"1532","prlr","x.o164.w123","male","pituitary","n5",131.9391,"n",17
"1533","prl","x.o171.w45","female","gonad","m.hatch",348.9702,"y",16
"1534","prlr","x.o171.w45","female","gonad","m.hatch",15.00868,"y",16
"1535","prl","x.o171.w45","female","hypothalamus","m.hatch",51.34403,"y",16
"1536","prlr","x.o171.w45","female","hypothalamus","m.hatch",152.8297,"y",16
"1537","prl","x.o171.w45","female","pituitary","m.hatch",369012,"y",16
"1538","prlr","x.o171.w45","female","pituitary","m.hatch",80.82472,"y",16
"1539","prl","x.o175.g21","female","gonad","n5",396.4451,"n",17
"1540","prlr","x.o175.g21","female","gonad","n5",23.48135,"n",17
"1541","prl","x.o175.g21","female","hypothalamus","n5",673.2558,"n",17
"1542","prlr","x.o175.g21","female","hypothalamus","n5",103.0509,"n",17
"1543","prl","x.o175.g21","female","pituitary","n5",173055.6,"n",17
"1544","prlr","x.o175.g21","female","pituitary","n5",73.87298,"n",17
"1545","prl","x.o2","male","gonad","n9",358.7796,"n",18
"1546","prlr","x.o2","male","gonad","n9",5.896848,"n",18
"1547","prl","x.o2","male","hypothalamus","n9",194.8462,"n",18
"1548","prlr","x.o2","male","hypothalamus","n9",208.8471,"n",18
"1549","prl","x.o2","male","pituitary","n9",120764.9,"n",18
"1550","prlr","x.o2","male","pituitary","n9",110.531,"n",18
"1551","prl","x.o30.g134","male","gonad","bldg",716.2751,"n",2
"1552","prlr","x.o30.g134","male","gonad","bldg",34.00554,"n",2
"1553","prl","x.o30.g134","male","hypothalamus","bldg",944.4522,"n",2
"1554","prlr","x.o30.g134","male","hypothalamus","bldg",115.1272,"n",2
"1555","prl","x.o30.g134","male","pituitary","bldg",38588.72,"n",2
"1556","prlr","x.o30.g134","male","pituitary","bldg",108.0223,"n",2
"1557","prl","x.o37.blu50","female","gonad","hatch",65.23212,"n",11
"1558","prlr","x.o37.blu50","female","gonad","hatch",7.955198,"n",11
"1559","prl","x.o37.blu50","female","hypothalamus","hatch",346.1231,"n",11
"1560","prlr","x.o37.blu50","female","hypothalamus","hatch",112.1634,"n",11
"1561","prl","x.o37.blu50","female","pituitary","hatch",762834.4,"n",11
"1562","prlr","x.o37.blu50","female","pituitary","hatch",43.21848,"n",11
"1563","prl","x.o40.r70","male","gonad","m.inc.d17",390.5606,"y",10
"1564","prlr","x.o40.r70","male","gonad","m.inc.d17",35.20736,"y",10
"1565","prl","x.o40.r70","male","hypothalamus","m.inc.d17",117.4329,"y",10
"1566","prlr","x.o40.r70","male","hypothalamus","m.inc.d17",204.424,"y",10
"1567","prl","x.o40.r70","male","pituitary","m.inc.d17",178754.4,"y",10
"1568","prlr","x.o40.r70","male","pituitary","m.inc.d17",121.4131,"y",10
"1569","prl","x.o47.y82","male","gonad","inc.d9",312.2316,"n",6
"1570","prlr","x.o47.y82","male","gonad","inc.d9",28.39499,"n",6
"1571","prl","x.o47.y82","male","hypothalamus","inc.d9",179.2013,"n",6
"1572","prlr","x.o47.y82","male","hypothalamus","inc.d9",233.7873,"n",6
"1573","prl","x.o47.y82","male","pituitary","inc.d9",55942.61,"n",6
"1574","prlr","x.o47.y82","male","pituitary","inc.d9",62.76123,"n",6
"1575","prl","x.o4","male","gonad","m.hatch",585.1522,"y",16
"1576","prlr","x.o4","male","gonad","m.hatch",44.071,"y",16
"1577","prl","x.o4","male","hypothalamus","m.hatch",49.9041,"y",16
"1578","prlr","x.o4","male","hypothalamus","m.hatch",225.1575,"y",16
"1579","prl","x.o4","male","pituitary","m.hatch",334460.8,"y",16
"1580","prlr","x.o4","male","pituitary","m.hatch",156.8642,"y",16
"1581","prl","x.o61","female","gonad","extend.hatch",112.3234,"y",13
"1582","prlr","x.o61","female","gonad","extend.hatch",7.474582,"y",13
"1583","prl","x.o61","female","hypothalamus","extend.hatch",41.90731,"y",13
"1584","prlr","x.o61","female","hypothalamus","extend.hatch",138.1676,"y",13
"1585","prl","x.o61","female","pituitary","extend.hatch",376483.8,"y",13
"1586","prlr","x.o61","female","pituitary","extend.hatch",83.99293,"y",13
"1587","prl","x.o68","male","gonad","n5",570.4571,"n",17
"1588","prlr","x.o68","male","gonad","n5",47.12434,"n",17
"1589","prl","x.o68","male","hypothalamus","n5",204.0304,"n",17
"1590","prlr","x.o68","male","hypothalamus","n5",223.1741,"n",17
"1591","prl","x.o68","male","pituitary","n5",277596.2,"n",17
"1592","prlr","x.o68","male","pituitary","n5",87.32986,"n",17
"1593","prl","x.o70","female","gonad","n5",89.14392,"n",17
"1594","prlr","x.o70","female","gonad","n5",9.867232,"n",17
"1595","prl","x.o70","female","hypothalamus","n5",249.6266,"n",17
"1596","prlr","x.o70","female","hypothalamus","n5",158.7075,"n",17
"1597","prl","x.o70","female","pituitary","n5",265544.2,"n",17
"1598","prlr","x.o70","female","pituitary","n5",45.18137,"n",17
"1599","prl","x.r10.w18","male","gonad","m.inc.d17",575.7268,"y",10
"1600","prlr","x.r10.w18","male","gonad","m.inc.d17",44.3381,"y",10
"1601","prl","x.r10.w18","male","hypothalamus","m.inc.d17",120.0174,"y",10
"1602","prlr","x.r10.w18","male","hypothalamus","m.inc.d17",262.176,"y",10
"1603","prl","x.r10.w18","male","pituitary","m.inc.d17",211990,"y",10
"1604","prlr","x.r10.w18","male","pituitary","m.inc.d17",145.7883,"y",10
"1605","prl","x.r178","male","gonad","hatch",784.587,"n",11
"1606","prlr","x.r178","male","gonad","hatch",33.84004,"n",11
"1607","prl","x.r178","male","hypothalamus","hatch",453.1036,"n",11
"1608","prlr","x.r178","male","hypothalamus","hatch",138.4993,"n",11
"1609","prl","x.r178","male","pituitary","hatch",392217.3,"n",11
"1610","prlr","x.r178","male","pituitary","hatch",66.98264,"n",11
"1611","prl","x.r180","female","gonad","m.inc.d3",231.7435,"y",5
"1612","prlr","x.r180","female","gonad","m.inc.d3",11.49616,"y",5
"1613","prl","x.r180","female","hypothalamus","m.inc.d3",168.9311,"y",5
"1614","prlr","x.r180","female","hypothalamus","m.inc.d3",201.6262,"y",5
"1615","prl","x.r180","female","pituitary","m.inc.d3",96439.12,"y",5
"1616","prlr","x.r180","female","pituitary","m.inc.d3",62.46639,"y",5
"1617","prl","x.r181","male","gonad","n5",439.9585,"n",17
"1618","prlr","x.r181","male","gonad","n5",35.31918,"n",17
"1619","prl","x.r181","male","hypothalamus","n5",51.0499,"n",17
"1620","prlr","x.r181","male","hypothalamus","n5",257.5503,"n",17
"1621","prl","x.r181","male","pituitary","n5",431233,"n",17
"1622","prlr","x.r181","male","pituitary","n5",96.5917,"n",17
"1623","prl","x.r185","male","gonad","m.inc.d3",762.4584,"y",5
"1624","prlr","x.r185","male","gonad","m.inc.d3",36.75273,"y",5
"1625","prl","x.r185","male","hypothalamus","m.inc.d3",40.47387,"y",5
"1626","prlr","x.r185","male","hypothalamus","m.inc.d3",248.2398,"y",5
"1627","prl","x.r185","male","pituitary","m.inc.d3",41755.41,"y",5
"1628","prlr","x.r185","male","pituitary","m.inc.d3",121.8447,"y",5
"1629","prl","x.r29.w96","male","gonad","inc.d17",443.1788,"n",9
"1630","prlr","x.r29.w96","male","gonad","inc.d17",38.93803,"n",9
"1631","prl","x.r29.w96","male","hypothalamus","inc.d17",62.11173,"n",9
"1632","prlr","x.r29.w96","male","hypothalamus","inc.d17",250.4516,"n",9
"1633","prl","x.r29.w96","male","pituitary","inc.d17",66395.99,"n",9
"1634","prlr","x.r29.w96","male","pituitary","inc.d17",169.9446,"n",9
"1635","prl","x.r33.w183","female","gonad","inc.d3",134.5186,"n",4
"1636","prlr","x.r33.w183","female","gonad","inc.d3",4.367628,"n",4
"1637","prl","x.r33.w183","female","hypothalamus","inc.d3",52.94345,"n",4
"1638","prlr","x.r33.w183","female","hypothalamus","inc.d3",153.1026,"n",4
"1639","prl","x.r33.w183","female","pituitary","inc.d3",55098.11,"n",4
"1640","prlr","x.r33.w183","female","pituitary","inc.d3",48.38662,"n",4
"1641","prl","x.r39.g10","female","gonad","bldg",155.546,"n",2
"1642","prlr","x.r39.g10","female","gonad","bldg",7.849422,"n",2
"1643","prl","x.r39.g10","female","hypothalamus","bldg",103.4556,"n",2
"1644","prlr","x.r39.g10","female","hypothalamus","bldg",107.4675,"n",2
"1645","prl","x.r39.g10","female","pituitary","bldg",36598.3,"n",2
"1646","prlr","x.r39.g10","female","pituitary","bldg",51.67099,"n",2
"1647","prl","x.r44.w95","female","gonad","hatch",106.1047,"n",11
"1648","prlr","x.r44.w95","female","gonad","hatch",10.53133,"n",11
"1649","prl","x.r44.w95","female","hypothalamus","hatch",33.63137,"n",11
"1650","prlr","x.r44.w95","female","hypothalamus","hatch",116.5024,"n",11
"1651","prl","x.r44.w95","female","pituitary","hatch",439557.2,"n",11
"1652","prlr","x.r44.w95","female","pituitary","hatch",32.39782,"n",11
"1653","prl","x.r48.y139","female","gonad","inc.d17",147.7278,"n",9
"1654","prlr","x.r48.y139","female","gonad","inc.d17",30.53129,"n",9
"1655","prl","x.r48.y139","female","hypothalamus","inc.d17",185.4121,"n",9
"1656","prlr","x.r48.y139","female","hypothalamus","inc.d17",161.3595,"n",9
"1657","prl","x.r48.y139","female","pituitary","inc.d17",555291.5,"n",9
"1658","prlr","x.r48.y139","female","pituitary","inc.d17",63.46725,"n",9
"1659","prl","x.r50.w97","female","gonad","n5",600.2166,"n",17
"1660","prlr","x.r50.w97","female","gonad","n5",25.99021,"n",17
"1661","prl","x.r50.w97","female","hypothalamus","n5",68.40956,"n",17
"1662","prlr","x.r50.w97","female","hypothalamus","n5",179.4336,"n",17
"1663","prl","x.r50.w97","female","pituitary","n5",182809.1,"n",17
"1664","prlr","x.r50.w97","female","pituitary","n5",103.3155,"n",17
"1665","prl","x.r64.g140","male","gonad","inc.d3",1318.722,"n",4
"1666","prlr","x.r64.g140","male","gonad","inc.d3",38.14743,"n",4
"1667","prl","x.r64.g140","male","hypothalamus","inc.d3",47.09009,"n",4
"1668","prlr","x.r64.g140","male","hypothalamus","inc.d3",177.0713,"n",4
"1669","prl","x.r64.g140","male","pituitary","inc.d3",26680.25,"n",4
"1670","prlr","x.r64.g140","male","pituitary","inc.d3",80.24161,"n",4
"1671","prl","x.r67.blu35","male","gonad","bldg",235.692,"n",2
"1672","prlr","x.r67.blu35","male","gonad","bldg",25.218,"n",2
"1673","prl","x.r67.blu35","male","hypothalamus","bldg",413.1914,"n",2
"1674","prlr","x.r67.blu35","male","hypothalamus","bldg",34.75176,"n",2
"1675","prl","x.r67.blu35","male","pituitary","bldg",11247.86,"n",2
"1676","prlr","x.r67.blu35","male","pituitary","bldg",69.76708,"n",2
"1677","prl","x.r74.o29","female","gonad","m.hatch",261.3973,"y",16
"1678","prlr","x.r74.o29","female","gonad","m.hatch",20.17896,"y",16
"1679","prl","x.r74.o29","female","hypothalamus","m.hatch",63.6747,"y",16
"1680","prlr","x.r74.o29","female","hypothalamus","m.hatch",152.0723,"y",16
"1681","prl","x.r74.o29","female","pituitary","m.hatch",222131.2,"y",16
"1682","prlr","x.r74.o29","female","pituitary","m.hatch",88.95709,"y",16
"1683","prl","x.r76","female","gonad","m.inc.d9",103.7221,"y",8
"1684","prlr","x.r76","female","gonad","m.inc.d9",7.719003,"y",8
"1685","prl","x.r76","female","hypothalamus","m.inc.d9",44.82176,"y",8
"1686","prlr","x.r76","female","hypothalamus","m.inc.d9",190.2001,"y",8
"1687","prl","x.r76","female","pituitary","m.inc.d9",54097.88,"y",8
"1688","prlr","x.r76","female","pituitary","m.inc.d9",61.30399,"y",8
"1689","prl","x.s188","female","gonad","m.inc.d8",163.1095,"y",7
"1690","prlr","x.s188","female","gonad","m.inc.d8",30.83902,"y",7
"1691","prl","x.s188","female","hypothalamus","m.inc.d8",52.75392,"y",7
"1692","prlr","x.s188","female","hypothalamus","m.inc.d8",162.1556,"y",7
"1693","prl","x.s188","female","pituitary","m.inc.d8",68122.3,"y",7
"1694","prlr","x.s188","female","pituitary","m.inc.d8",77.6301,"y",7
"1695","prl","x.w178","female","gonad","n9",94.58847,"n",18
"1696","prlr","x.w178","female","gonad","n9",24.85309,"n",18
"1697","prl","x.w178","female","hypothalamus","n9",161.8931,"n",18
"1698","prlr","x.w178","female","hypothalamus","n9",164.8773,"n",18
"1699","prl","x.w178","female","pituitary","n9",257666.5,"n",18
"1700","prlr","x.w178","female","pituitary","n9",41.9706,"n",18
"1701","prl","x.w192.o157","male","gonad","inc.d9",415.3804,"n",6
"1702","prlr","x.w192.o157","male","gonad","inc.d9",33.22358,"n",6
"1703","prl","x.w192.o157","male","hypothalamus","inc.d9",38.06371,"n",6
"1704","prlr","x.w192.o157","male","hypothalamus","inc.d9",228.1944,"n",6
"1705","prl","x.w192.o157","male","pituitary","inc.d9",30657.04,"n",6
"1706","prlr","x.w192.o157","male","pituitary","inc.d9",119.6953,"n",6
"1707","prl","x.w51","female","gonad","lay",346.5919,"n",3
"1708","prlr","x.w51","female","gonad","lay",104.1393,"n",3
"1709","prl","x.w51","female","hypothalamus","lay",267.1691,"n",3
"1710","prlr","x.w51","female","hypothalamus","lay",140.1259,"n",3
"1711","prl","x.w51","female","pituitary","lay",84034.66,"n",3
"1712","prlr","x.w51","female","pituitary","lay",94.33254,"n",3
"1713","prl","x.w6","female","gonad","n9",573.6696,"n",18
"1714","prlr","x.w6","female","gonad","n9",27.06758,"n",18
"1715","prl","x.w6","female","hypothalamus","n9",234.6727,"n",18
"1716","prlr","x.w6","female","hypothalamus","n9",165.7883,"n",18
"1717","prl","x.w6","female","pituitary","n9",109401.9,"n",18
"1718","prlr","x.w6","female","pituitary","n9",68.27072,"n",18
"1719","prl","x.y109","female","gonad","inc.d9",91.94282,"n",6
"1720","prlr","x.y109","female","gonad","inc.d9",14.64709,"n",6
"1721","prl","x.y109","female","hypothalamus","inc.d9",205.308,"n",6
"1722","prlr","x.y109","female","hypothalamus","inc.d9",54.09794,"n",6
"1723","prl","x.y109","female","pituitary","inc.d9",54185.71,"n",6
"1724","prlr","x.y109","female","pituitary","inc.d9",57.45709,"n",6
"1725","prl","x.y119.w11","female","gonad","m.inc.d17",322.6345,"y",10
"1726","prlr","x.y119.w11","female","gonad","m.inc.d17",58.88273,"y",10
"1727","prl","x.y119.w11","female","hypothalamus","m.inc.d17",115.179,"y",10
"1728","prlr","x.y119.w11","female","hypothalamus","m.inc.d17",203.4173,"y",10
"1729","prl","x.y119.w11","female","pituitary","m.inc.d17",308220.8,"y",10
"1730","prlr","x.y119.w11","female","pituitary","m.inc.d17",71.22777,"y",10
"1731","prl","x.y132.w76","male","gonad","inc.d17",369.8304,"n",9
"1732","prlr","x.y132.w76","male","gonad","inc.d17",23.20971,"n",9
"1733","prl","x.y132.w76","male","hypothalamus","inc.d17",723.1064,"n",9
"1734","prlr","x.y132.w76","male","hypothalamus","inc.d17",209.4261,"n",9
"1735","prl","x.y132.w76","male","pituitary","inc.d17",166014.7,"n",9
"1736","prlr","x.y132.w76","male","pituitary","inc.d17",82.15331,"n",9
"1737","prl","x.y138.w176","female","gonad","n9",163.2625,"n",18
"1738","prlr","x.y138.w176","female","gonad","n9",32.91767,"n",18
"1739","prl","x.y138.w176","female","hypothalamus","n9",106.7097,"n",18
"1740","prlr","x.y138.w176","female","hypothalamus","n9",123.2107,"n",18
"1741","prl","x.y138.w176","female","pituitary","n9",189927,"n",18
"1742","prlr","x.y138.w176","female","pituitary","n9",78.79369,"n",18
"1743","prl","x.y141.w116","male","gonad","inc.d9",769.4659,"n",6
"1744","prlr","x.y141.w116","male","gonad","inc.d9",20.10052,"n",6
"1745","prl","x.y141.w116","male","hypothalamus","inc.d9",161.7628,"n",6
"1746","prlr","x.y141.w116","male","hypothalamus","inc.d9",122.7546,"n",6
"1747","prl","x.y141.w116","male","pituitary","inc.d9",44627.86,"n",6
"1748","prlr","x.y141.w116","male","pituitary","inc.d9",137.9459,"n",6
"1749","prl","x.y145.r55","female","gonad","inc.prolong",89.55122,"y",15
"1750","prlr","x.y145.r55","female","gonad","inc.prolong",11.27814,"y",15
"1751","prl","x.y145.r55","female","hypothalamus","inc.prolong",53.61533,"y",15
"1752","prlr","x.y145.r55","female","hypothalamus","inc.prolong",143.0683,"y",15
"1753","prl","x.y145.r55","female","pituitary","inc.prolong",274476.4,"y",15
"1754","prlr","x.y145.r55","female","pituitary","inc.prolong",62.11344,"y",15
"1755","prl","x.y51","male","gonad","m.inc.d8",685.2672,"y",7
"1756","prlr","x.y51","male","gonad","m.inc.d8",33.80206,"y",7
"1757","prl","x.y51","male","hypothalamus","m.inc.d8",52.035,"y",7
"1758","prlr","x.y51","male","hypothalamus","m.inc.d8",208.4644,"y",7
"1759","prl","x.y51","male","pituitary","m.inc.d8",67748.41,"y",7
"1760","prlr","x.y51","male","pituitary","m.inc.d8",134.3721,"y",7
"1761","prl","x.y5","female","gonad","m.inc.d8",685.0538,"y",7
"1762","prlr","x.y5","female","gonad","m.inc.d8",7.269644,"y",7
"1763","prl","x.y5","female","hypothalamus","m.inc.d8",46.11153,"y",7
"1764","prlr","x.y5","female","hypothalamus","m.inc.d8",165.1936,"y",7
"1765","prl","x.y5","female","pituitary","m.inc.d8",62231.21,"y",7
"1766","prlr","x.y5","female","pituitary","m.inc.d8",73.23196,"y",7
"1767","prl","x.y64","female","gonad","extend",191.9273,"y",12
"1768","prlr","x.y64","female","gonad","extend",32.76149,"y",12
"1769","prl","x.y64","female","hypothalamus","extend",46.55243,"y",12
"1770","prlr","x.y64","female","hypothalamus","extend",184.0736,"y",12
"1771","prl","x.y64","female","pituitary","extend",222164.2,"y",12
"1772","prlr","x.y64","female","pituitary","extend",109.1701,"y",12
"1773","prl","x.y79","male","gonad","prolong",598.9236,"y",14
"1774","prlr","x.y79","male","gonad","prolong",58.7239,"y",14
"1775","prl","x.y79","male","hypothalamus","prolong",52.46414,"y",14
"1776","prlr","x.y79","male","hypothalamus","prolong",218.1917,"y",14
"1777","prl","x.y79","male","pituitary","prolong",545642.1,"y",14
"1778","prlr","x.y79","male","pituitary","prolong",108.7395,"y",14
"1779","prl","x.y90","female","gonad","hatch",94.99786,"n",11
"1780","prlr","x.y90","female","gonad","hatch",10.91994,"n",11
"1781","prl","x.y90","female","hypothalamus","hatch",59.86219,"n",11
"1782","prlr","x.y90","female","hypothalamus","hatch",105.2947,"n",11
"1783","prl","x.y90","female","pituitary","hatch",652957.5,"n",11
"1784","prlr","x.y90","female","pituitary","hatch",57.88127,"n",11
"1785","prl","x.y93.g126","female","gonad","inc.d9",101.9401,"n",6
"1786","prlr","x.y93.g126","female","gonad","inc.d9",24.11006,"n",6
"1787","prl","x.y93.g126","female","hypothalamus","inc.d9",169.9704,"n",6
"1788","prlr","x.y93.g126","female","hypothalamus","inc.d9",138.2114,"n",6
"1789","prl","x.y93.g126","female","pituitary","inc.d9",51096.02,"n",6
"1790","prlr","x.y93.g126","female","pituitary","inc.d9",56.98193,"n",6
"1791","prl","x.y9","female","gonad","n9",1461.119,"n",18
"1792","prlr","x.y9","female","gonad","n9",12.67664,"n",18
"1793","prl","x.y9","female","hypothalamus","n9",230.8462,"n",18
"1794","prlr","x.y9","female","hypothalamus","n9",146.4952,"n",18
"1795","prl","x.y9","female","pituitary","n9",220102.9,"n",18
"1796","prlr","x.y9","female","pituitary","n9",61.54406,"n",18
"1797","prl","x.y.s.ATLAS","male","gonad","control",443.6112,"n",1
"1798","prlr","x.y.s.ATLAS","male","gonad","control",71.84264,"n",1
"1799","prl","x.y.s.ATLAS","male","pituitary","control",194258.6,"n",1
"1800","prlr","x.y.s.ATLAS","male","pituitary","control",281.888,"n",1
"1801","prl","y126.w92.x","female","gonad","inc.d17",228.7914,"n",9
"1802","prlr","y126.w92.x","female","gonad","inc.d17",17.25187,"n",9
"1803","prl","y126.w92.x","female","hypothalamus","inc.d17",208.076,"n",9
"1804","prlr","y126.w92.x","female","hypothalamus","inc.d17",154.9408,"n",9
"1805","prl","y126.w92.x","female","pituitary","inc.d17",515432.7,"n",9
"1806","prlr","y126.w92.x","female","pituitary","inc.d17",128.7816,"n",9
"1807","prl","y128.g23.x","female","gonad","inc.d9",136.8461,"n",6
"1808","prlr","y128.g23.x","female","gonad","inc.d9",11.39775,"n",6
"1809","prl","y128.g23.x","female","hypothalamus","m.inc.d9",198.2378,"y",8
"1810","prlr","y128.g23.x","female","hypothalamus","m.inc.d9",155.7104,"y",8
"1811","prl","y128.g23.x","female","pituitary","inc.d9",61377.44,"n",6
"1812","prlr","y128.g23.x","female","pituitary","inc.d9",34.63604,"n",6
"1813","prl","y129.x","male","gonad","n9",437.799,"n",18
"1814","prlr","y129.x","male","gonad","n9",56.82233,"n",18
"1815","prl","y129.x","male","hypothalamus","n9",236.1429,"n",18
"1816","prlr","y129.x","male","hypothalamus","n9",100.9259,"n",18
"1817","prl","y129.x","male","pituitary","n9",174937.5,"n",18
"1818","prlr","y129.x","male","pituitary","n9",123.475,"n",18
"1819","prl","y12.x","female","gonad","m.inc.d9",73.53682,"y",8
"1820","prlr","y12.x","female","gonad","m.inc.d9",12.1845,"y",8
"1821","prl","y12.x","female","hypothalamus","m.inc.d9",121.1794,"y",8
"1822","prlr","y12.x","female","hypothalamus","m.inc.d9",82.25404,"y",8
"1823","prl","y12.x","female","pituitary","m.inc.d9",25130.57,"y",8
"1824","prlr","y12.x","female","pituitary","m.inc.d9",72.8405,"y",8
"1825","prl","y130.o170.x","female","gonad","inc.d17",99.43066,"n",9
"1826","prlr","y130.o170.x","female","gonad","inc.d17",1.043869,"n",9
"1827","prl","y130.o170.x","female","hypothalamus","inc.d17",201.8018,"n",9
"1828","prlr","y130.o170.x","female","hypothalamus","inc.d17",117.4177,"n",9
"1829","prl","y130.o170.x","female","pituitary","inc.d17",474346.4,"n",9
"1830","prlr","y130.o170.x","female","pituitary","inc.d17",40.34237,"n",9
"1831","prl","y131.w185.x","male","gonad","n9",698.005,"n",18
"1832","prlr","y131.w185.x","male","gonad","n9",19.39019,"n",18
"1833","prl","y131.w185.x","male","hypothalamus","n9",154.6652,"n",18
"1834","prlr","y131.w185.x","male","hypothalamus","n9",187.3121,"n",18
"1835","prl","y131.w185.x","male","pituitary","n9",290585.4,"n",18
"1836","prlr","y131.w185.x","male","pituitary","n9",74.28387,"n",18
"1837","prl","y133.w77.r58","male","gonad","inc.d17",479.7636,"n",9
"1838","prlr","y133.w77.r58","male","gonad","inc.d17",37.82227,"n",9
"1839","prl","y133.w77.r58","male","hypothalamus","inc.d17",232.0225,"n",9
"1840","prlr","y133.w77.r58","male","hypothalamus","inc.d17",177.6481,"n",9
"1841","prl","y133.w77.r58","male","pituitary","inc.d17",416711.6,"n",9
"1842","prlr","y133.w77.r58","male","pituitary","inc.d17",63.06216,"n",9
"1843","prl","y135.blu107.x","female","gonad","inc.d17",121.6442,"n",9
"1844","prlr","y135.blu107.x","female","gonad","inc.d17",5.850952,"n",9
"1845","prl","y135.blu107.x","female","hypothalamus","inc.d17",169.8564,"n",9
"1846","prlr","y135.blu107.x","female","hypothalamus","inc.d17",149.8585,"n",9
"1847","prl","y135.blu107.x","female","pituitary","inc.d17",715446,"n",9
"1848","prlr","y135.blu107.x","female","pituitary","inc.d17",127.4343,"n",9
"1849","prl","y136.x","female","gonad","inc.d17",127.176,"n",9
"1850","prlr","y136.x","female","gonad","inc.d17",18.99264,"n",9
"1851","prl","y136.x","female","hypothalamus","inc.d17",197.6753,"n",9
"1852","prlr","y136.x","female","hypothalamus","inc.d17",84.06526,"n",9
"1853","prl","y136.x","female","pituitary","inc.d17",42146.08,"n",9
"1854","prlr","y136.x","female","pituitary","inc.d17",66.20795,"n",9
"1855","prl","y13.x","female","gonad","inc.d3",73.77476,"n",4
"1856","prlr","y13.x","female","gonad","inc.d3",21.33907,"n",4
"1857","prl","y13.x","female","hypothalamus","inc.d3",223.4535,"n",4
"1858","prlr","y13.x","female","hypothalamus","inc.d3",93.19897,"n",4
"1859","prl","y13.x","female","pituitary","inc.d3",27123.62,"n",4
"1860","prlr","y13.x","female","pituitary","inc.d3",72.28176,"n",4
"1861","prl","y140.w119.x","female","gonad","inc.d9",168.3472,"n",6
"1862","prlr","y140.w119.x","female","gonad","inc.d9",17.76792,"n",6
"1863","prl","y140.w119.x","female","hypothalamus","inc.d9",189.7861,"n",6
"1864","prlr","y140.w119.x","female","hypothalamus","inc.d9",102.3202,"n",6
"1865","prl","y140.w119.x","female","pituitary","inc.d9",86145.72,"n",6
