"","gene","counts","sex","tissue","treatment","extint","samples"
"6769","PRL",17.5932721664002,"male","pituitary","control","reference","L.R8_male_pituitary_control"
"6770","PRL",20.2211589580244,"male","pituitary","control","reference","L.W33_male_pituitary_control"
"6771","PRL",17.9321808289607,"male","pituitary","control","reference","L.W3_male_pituitary_control"
"6772","PRL",17.2882660953914,"male","pituitary","control","reference","L.W4_male_pituitary_control"
"6773","PRL",18.0828826495004,"male","pituitary","control","reference","R.Y108.W29_male_pituitary_control"
"6774","PRL",17.1422045057162,"male","pituitary","prolong","eggs","blk.s030.o.g_male_pituitary_prolong"
"6775","PRL",20.4947564449228,"male","pituitary","n5","chicks","blk12.x_male_pituitary_n5"
"6776","PRL",20.4206245361179,"male","pituitary","inc.d17","eggs","blk17.x_male_pituitary_inc.d17"
"6777","PRL",17.8436995714647,"male","pituitary","m.inc.d3","loss","blk5.x_male_pituitary_m.inc.d3"
"6778","PRL",19.087570267895,"male","pituitary","m.n2","loss","blu10.w26.x_male_pituitary_m.hatch"
"6779","PRL",21.5047882849343,"male","pituitary","hatch","chicks","blu104.w120.x_male_pituitary_hatch.NYNO"
"6780","PRL",17.3640489407158,"male","pituitary","inc.d9","eggs","blu108.w40.o158_male_pituitary_inc.d9"
"6781","PRL",14.8384038411286,"male","pituitary","inc.d3","eggs","blu111.w113.x_male_pituitary_inc.d3"
"6782","PRL",20.506593921479,"male","pituitary","inc.d17","eggs","blu113.w124.x_male_pituitary_inc.d17.NYNO"
"6783","PRL",16.7813099332784,"male","pituitary","bldg","reference","blu114.r38.w198_male_pituitary_bldg"
"6784","PRL",20.8009562458316,"male","pituitary","inc.d17","eggs","blu121.w91.x_male_pituitary_inc.d17"
"6785","PRL",17.4743621866948,"male","pituitary","bldg","reference","blu33.y88.x_male_pituitary_bldg"
"6786","PRL",20.3281633539507,"male","pituitary","n5","chicks","blu37.r65.x_male_pituitary_n5"
"6787","PRL",20.4130559873805,"male","pituitary","n5","chicks","blu41.y100.x_male_pituitary_n5"
"6788","PRL",19.9080074058977,"male","pituitary","n9","chicks","blu81.r88_male_pituitary_n9"
"6789","PRL",20.5504575499598,"male","pituitary","m.n2","loss","blu84.x_male_pituitary_extend.hatch"
"6790","PRL",20.285441692125,"male","pituitary","n5","chicks","d.s008.y.blk_male_pituitary_n5"
"6791","PRL",19.9862161362428,"male","pituitary","n5","chicks","d.s047.blk.o_male_pituitary_n5"
"6792","PRL",15.7630278826376,"male","pituitary","m.inc.d3","loss","d.s110.g.blk_male_pituitary_m.inc.d3"
"6793","PRL",16.9962864596406,"male","pituitary","m.inc.d3","loss","g.blk.s041.r_male_pituitary_m.inc.d3"
"6794","PRL",19.267799397472,"male","pituitary","m.inc.d17","loss","g.o.y.s037_male_pituitary_m.inc.d17"
"6795","PRL",19.2972842969438,"male","pituitary","n9","chicks","g.s.blk.d_male_pituitary_n9"
"6796","PRL",17.8716347457038,"male","pituitary","lay","eggs","g.s.blk.y_male_pituitary_lay"
"6797","PRL",17.6734365461003,"male","pituitary","lay","eggs","g.s043.pu.blk_male_pituitary_lay"
"6798","PRL",18.9227441028877,"male","pituitary","m.n2","loss","g.s075.pk.pu_male_pituitary_m.hatch"
"6799","PRL",16.8351259441576,"male","pituitary","early","chicks","g.s111.r.blk_male_pituitary_m.inc.d8"
"6800","PRL",10.3052525833751,"male","pituitary","early","chicks","g.s179.o.pk_male_pituitary_m.inc.d8"
"6801","PRL",20.3931606631256,"male","pituitary","extend","chicks","g.s351.pk.w_male_pituitary_extend"
"6802","PRL",20.7051016997466,"male","pituitary","prolong","eggs","g.y.o.s_male_pituitary_prolong"
"6803","PRL",16.7131857765575,"male","pituitary","bldg","reference","g104.w82.x_male_pituitary_bldg"
"6804","PRL",19.4814531955465,"male","pituitary","hatch","chicks","g114.w83.x_male_pituitary_hatch.NYNO"
"6805","PRL",20.4180254104606,"male","pituitary","inc.d17","eggs","g130.y81.x_male_pituitary_inc.d17"
"6806","PRL",17.808687020575,"male","pituitary","early","chicks","g137.r24.w5_male_pituitary_m.inc.d8"
"6807","PRL",17.589323188025,"male","pituitary","inc.d17","eggs","g143.blu32.x_male_pituitary_inc.d17"
"6808","PRL",16.9816582298184,"male","pituitary","inc.d3","eggs","g146.blu51_male_pituitary_inc.d3"
"6809","PRL",18.0050873471397,"male","pituitary","inc.d3","eggs","g20.w106.x_male_pituitary_inc.d3"
"6810","PRL",20.4397608913523,"male","pituitary","extend","chicks","g3.g119.w20_male_pituitary_extend"
"6811","PRL",18.9622429641654,"male","pituitary","m.inc.d17","loss","g32.blu79_male_pituitary_m.inc.d17"
"6812","PRL",19.8948540911044,"male","pituitary","m.n2","loss","g34.x_male_pituitary_m.hatch"
"6813","PRL",19.0804560622608,"male","pituitary","prolong","eggs","g38.x_male_pituitary_inc.prolong"
"6814","PRL",17.2072287955762,"male","pituitary","bldg","reference","g52.blu58_male_pituitary_bldg"
"6815","PRL",20.7178936455849,"male","pituitary","hatch","chicks","g53.y84_male_pituitary_hatch"
"6816","PRL",20.5243039894296,"male","pituitary","extend","chicks","g8.y197_male_pituitary_extend"
"6817","PRL",20.5911076702323,"male","pituitary","extend","chicks","l.s.o.blk_male_pituitary_extend"
"6818","PRL",19.8065979290069,"male","pituitary","m.inc.d17","loss","l.s024.y.g_male_pituitary_m.inc.d17"
"6819","PRL",18.1913621978592,"male","pituitary","prolong","eggs","l.s080.blk.r_male_pituitary_prolong"
"6820","PRL",18.0322376011616,"male","pituitary","m.inc.d9","loss","l.s280.g.blk_male_pituitary_m.inc.d9"
"6821","PRL",17.5611420851384,"male","pituitary","m.inc.d9","loss","o.d.s009_male_pituitary_m.inc.d9"
"6822","PRL",17.8992190741118,"male","pituitary","lay","eggs","o.s.w.r_male_pituitary_lay"
"6823","PRL",16.5853894505157,"male","pituitary","m.inc.d3","loss","o.s010.r.blk_male_pituitary_m.inc.d3"
"6824","PRL",20.6595927560183,"male","pituitary","prolong","eggs","o114.blu9_male_pituitary_inc.prolong"
"6825","PRL",19.8511415021608,"male","pituitary","n5","chicks","o152.o120.w42_male_pituitary_n5"
"6826","PRL",19.2953308222116,"male","pituitary","m.n2","loss","o3.x_male_pituitary_m.n2"
"6827","PRL",20.6896487598357,"male","pituitary","hatch","chicks","o39.y77.x_male_pituitary_hatch"
"6828","PRL",20.5593915532864,"male","pituitary","hatch","chicks","o44.blu26.x_male_pituitary_hatch"
"6829","PRL",17.7729799411785,"male","pituitary","inc.d3","eggs","o48.r197.x_male_pituitary_inc.d3"
"6830","PRL",18.4833063726016,"male","pituitary","inc.d9","eggs","o49.x_male_pituitary_inc.d9"
"6831","PRL",18.2626987250624,"male","pituitary","inc.d9","eggs","o57.g59_male_pituitary_inc.d9"
"6832","PRL",19.9885623591075,"male","pituitary","m.inc.d17","loss","o59.blu64_male_pituitary_m.inc.d17"
"6833","PRL",20.8937571823631,"male","pituitary","prolong","eggs","pk.s.d.g_male_pituitary_prolong"
"6834","PRL",17.714218015202,"male","pituitary","lay","eggs","pk.s238.blk.w_male_pituitary_lay"
"6835","PRL",17.7769776097241,"male","pituitary","lay","eggs","pk.w.s141.o_male_pituitary_lay"
"6836","PRL",17.8689516479117,"male","pituitary","early","chicks","pu.blk.s102.y_male_pituitary_m.inc.d8"
"6837","PRL",20.2987694599689,"male","pituitary","m.n2","loss","pu.s.o.r_male_pituitary_m.hatch"
"6838","PRL",15.8787928676509,"male","pituitary","lay","eggs","r.s005.pk.blk_male_pituitary_lay"
"6839","PRL",18.9730864604789,"male","pituitary","extend","chicks","r.s057.g.pk_male_pituitary_extend"
"6840","PRL",16.7455744369862,"male","pituitary","early","chicks","r.s058.d.l_male_pituitary_m.inc.d8"
"6841","PRL",17.0728715582294,"male","pituitary","bldg","reference","r.s059.d.o_male_pituitary_bldg"
"6842","PRL",20.3806851144258,"male","pituitary","extend","chicks","r.s086.l.blk_male_pituitary_extend"
"6843","PRL",16.4923442684766,"male","pituitary","lay","eggs","r.s116.blk.pu_male_pituitary_lay"
"6844","PRL",20.1771481937431,"male","pituitary","extend","chicks","r.s172.l.y_male_pituitary_extend"
"6845","PRL",19.388899648621,"male","pituitary","n9","chicks","r.y.s007.blk_male_pituitary_n9"
"6846","PRL",19.9161449737151,"male","pituitary","inc.d17","eggs","r176.blu54_male_pituitary_inc.d17"
"6847","PRL",17.5327395335653,"male","pituitary","lay","eggs","r190.o43.x_male_pituitary_lay"
"6848","PRL",19.1205599831021,"male","pituitary","n9","chicks","r195.x_male_pituitary_n9"
"6849","PRL",17.2594843658685,"male","pituitary","m.inc.d9","loss","r196.x_male_pituitary_m.inc.d9"
"6850","PRL",17.1771502683572,"male","pituitary","n9","chicks","r37.w100.x_male_pituitary_n9"
"6851","PRL",18.0147363898038,"male","pituitary","early","chicks","r4.x_male_pituitary_m.inc.d8"
"6852","PRL",20.973983403842,"male","pituitary","hatch","chicks","r41.w99.x_male_pituitary_hatch"
"6853","PRL",17.765676998065,"male","pituitary","inc.d9","eggs","r45.X_male_pituitary_inc.d9"
"6854","PRL",20.6336937368524,"male","pituitary","hatch","chicks","r72.y83.x_male_pituitary_hatch"
"6855","PRL",19.7145543994398,"male","pituitary","prolong","eggs","r81.x_male_pituitary_inc.prolong"
"6856","PRL",16.7427877958883,"male","pituitary","m.inc.d9","loss","r84.x_male_pituitary_m.inc.d9"
"6857","PRL",17.9541481418245,"male","pituitary","m.inc.d9","loss","r85.g39_male_pituitary_m.inc.d9.NYNO"
"6858","PRL",19.8720235698876,"male","pituitary","prolong","eggs","r90.x_male_pituitary_inc.prolong"
"6859","PRL",17.0648848263143,"male","pituitary","bldg","reference","s.pu148.blk.r_male_pituitary_bldg"
"6860","PRL",17.7641158532506,"male","pituitary","early","chicks","s044.blk.d.r_male_pituitary_m.inc.d8"
"6861","PRL",19.0836306456388,"male","pituitary","m.n2","loss","s062.d.blk.g_male_pituitary_m.hatch"
"6862","PRL",19.0271503162099,"male","pituitary","m.inc.d17","loss","s064.g.blk.pu_male_pituitary_m.inc.d17"
"6863","PRL",17.4395603092929,"male","pituitary","bldg","reference","s065.l.d.o_male_pituitary_bldg"
"6864","PRL",17.4382001813021,"male","pituitary","bldg","reference","s066.l.d.r_male_pituitary_bldg"
"6865","PRL",17.8997250956175,"male","pituitary","early","chicks","s067.o.l.y_male_pituitary_m.inc.d8"
"6866","PRL",16.5392210130188,"male","pituitary","m.inc.d3","loss","s071.pu.g.pk_male_pituitary_m.inc.d3"
"6867","PRL",19.5385145886509,"male","pituitary","m.n2","loss","s090.blk.pk.w_male_pituitary_m.hatch"
"6868","PRL",19.3218606575107,"male","pituitary","m.inc.d17","loss","s096.g.blk.pk_male_pituitary_m.inc.d17"
"6869","PRL",17.2077473447962,"male","pituitary","m.inc.d3","loss","s139.l.blk.w_male_pituitary_m.inc.d3"
"6870","PRL",17.1599641344985,"male","pituitary","lay","eggs","s150.w.g.blk_male_pituitary_lay"
"6871","PRL",17.0950636560831,"male","pituitary","m.inc.d3","loss","s175.blk.pu.pk_male_pituitary_m.inc.d3"
"6872","PRL",18.9689640442857,"male","pituitary","n9","chicks","s187.l.o.r_male_pituitary_n9"
"6873","PRL",17.750919769981,"male","pituitary","lay","eggs","s243.blk.pk.r_male_pituitary_lay"
"6874","PRL",18.1906704075855,"male","pituitary","inc.d9","eggs","w34.x_male_pituitary_inc.d9"
"6875","PRL",18.0679817999043,"male","pituitary","control","reference","x.blk.blk.ATLAS_male_pituitary_control"
"6876","PRL",19.43746902018,"male","pituitary","n9","chicks","x.blk16_male_pituitary_n9"
"6877","PRL",19.3819156887567,"male","pituitary","m.n2","loss","x.blk23_male_pituitary_m.n2"
"6878","PRL",18.5627154182037,"male","pituitary","control","reference","x.blu.o.ATLAS_male_pituitary_control"
"6879","PRL",18.9468433308408,"male","pituitary","inc.d9","eggs","x.blu106.o153_male_pituitary_inc.d9.NYNO"
"6880","PRL",21.1157117082701,"male","pituitary","inc.d17","eggs","x.blu117.w89_male_pituitary_inc.d17"
"6881","PRL",19.24849209774,"male","pituitary","n9","chicks","x.blu23.w14_male_pituitary_n9"
"6882","PRL",20.0209885766742,"male","pituitary","n5","chicks","x.blu30_male_pituitary_n5"
"6883","PRL",17.298609593053,"male","pituitary","inc.d3","eggs","x.blu42.o28_male_pituitary_inc.d3"
"6884","PRL",20.3854072921543,"male","pituitary","prolong","eggs","x.blu57_male_pituitary_prolong"
"6885","PRL",20.4111047678228,"male","pituitary","extend","chicks","x.blu69_male_pituitary_extend"
"6886","PRL",19.9764106825163,"male","pituitary","extend","chicks","x.blu73_male_pituitary_extend"
"6887","PRL",19.5012864267834,"male","pituitary","m.n2","loss","x.blu76_male_pituitary_m.hatch"
"6888","PRL",18.113751233968,"male","pituitary","control","reference","x.g.ATLAS_male_pituitary_control"
"6889","PRL",16.4277253739325,"male","pituitary","control","reference","x.g.g.ATLAS_male_pituitary_control"
"6890","PRL",18.6286565369268,"male","pituitary","control","reference","x.g.g.g.ATLAS_male_pituitary_control"
"6891","PRL",17.5605365949417,"male","pituitary","inc.d9","eggs","x.g13.w109_male_pituitary_inc.d9"
"6892","PRL",18.5312070001395,"male","pituitary","inc.d17","eggs","x.g14.w199_male_pituitary_inc.d17"
"6893","PRL",17.4232863934392,"male","pituitary","inc.d3","eggs","x.g147.blu28_male_pituitary_inc.d3"
"6894","PRL",17.7295858884535,"male","pituitary","m.inc.d3","loss","x.g5.w79_male_pituitary_m.inc.d3"
"6895","PRL",20.7154099134299,"male","pituitary","hatch","chicks","x.g70_male_pituitary_hatch"
"6896","PRL",17.7004223840841,"male","pituitary","m.inc.d9","loss","x.o117_male_pituitary_m.inc.d9"
"6897","PRL",20.744062478636,"male","pituitary","hatch","chicks","x.o160.w102_male_pituitary_hatch"
"6898","PRL",14.0165793140777,"male","pituitary","inc.d3","eggs","x.o163.w101_male_pituitary_inc.d3.NYNO"
"6899","PRL",20.1730098220915,"male","pituitary","n5","chicks","x.o164.w123_male_pituitary_n5.NYNO"
"6900","PRL",18.4697958781342,"male","pituitary","n9","chicks","x.o2_male_pituitary_n9"
"6901","PRL",17.0229779090683,"male","pituitary","bldg","reference","x.o30.g134_male_pituitary_bldg"
"6902","PRL",18.9573341964264,"male","pituitary","m.inc.d17","loss","x.o40.r70_male_pituitary_m.inc.d17"
"6903","PRL",18.1179580753454,"male","pituitary","inc.d9","eggs","x.o47.y82_male_pituitary_inc.d9"
"6904","PRL",20.0905859703987,"male","pituitary","m.n2","loss","x.o4_male_pituitary_m.hatch"
"6905","PRL",19.8670100672853,"male","pituitary","n5","chicks","x.o68_male_pituitary_n5"
"6906","PRL",19.2108124982846,"male","pituitary","m.inc.d17","loss","x.r10.w18_male_pituitary_m.inc.d17"
"6907","PRL",20.7158974895231,"male","pituitary","hatch","chicks","x.r178_male_pituitary_hatch"
"6908","PRL",20.5266329957436,"male","pituitary","n5","chicks","x.r181_male_pituitary_n5"
"6909","PRL",17.1659333399423,"male","pituitary","m.inc.d3","loss","x.r185_male_pituitary_m.inc.d3"
"6910","PRL",18.0859671612605,"male","pituitary","inc.d17","eggs","x.r29.w96_male_pituitary_inc.d17"
"6911","PRL",16.8994099573606,"male","pituitary","inc.d3","eggs","x.r64.g140_male_pituitary_inc.d3"
"6912","PRL",16.2530246282877,"male","pituitary","bldg","reference","x.r67.blu35_male_pituitary_bldg.NYNO"
"6913","PRL",17.2334334458653,"male","pituitary","inc.d9","eggs","x.w192.o157_male_pituitary_inc.d9"
"6914","PRL",18.450769727504,"male","pituitary","control","reference","x.y.s.ATLAS_male_pituitary_control"
"6915","PRL",20.0687357751464,"male","pituitary","inc.d17","eggs","x.y132.w76_male_pituitary_inc.d17"
"6916","PRL",17.8140369643771,"male","pituitary","inc.d9","eggs","x.y141.w116_male_pituitary_inc.d9"
"6917","PRL",17.5212918156415,"male","pituitary","early","chicks","x.y51_male_pituitary_m.inc.d8"
"6918","PRL",20.5090338885079,"male","pituitary","prolong","eggs","x.y79_male_pituitary_prolong"
"6919","PRL",17.0082640081168,"male","pituitary","m.inc.d9","loss","y.w.blk_male_pituitary_m.inc.d9"
"6920","PRL",19.1281884012966,"male","pituitary","n9","chicks","y129.x_male_pituitary_n9"
"6921","PRL",19.7305830553269,"male","pituitary","n9","chicks","y131.w185.x_male_pituitary_n9"
"6922","PRL",20.4932379954556,"male","pituitary","inc.d17","eggs","y133.w77.r58_male_pituitary_inc.d17"
"6923","PRL",19.8903677900483,"male","pituitary","m.inc.d17","loss","y148.w81.g145_male_pituitary_m.inc.d17"
"6924","PRL",16.483318447814,"male","pituitary","inc.d3","eggs","y149.r52.x_male_pituitary_inc.d3"
"6925","PRL",17.4342757088103,"male","pituitary","m.inc.d3","loss","y18.x_male_pituitary_m.inc.d3"
"6926","PRL",20.6170157701011,"male","pituitary","m.inc.d17","loss","y4.x_male_pituitary_m.inc.d17"
"6927","PRL",17.8271830187423,"male","pituitary","early","chicks","y55.x_male_pituitary_m.inc.d8"
"6928","PRL",17.0545328782513,"male","pituitary","m.inc.d9","loss","y63.x_male_pituitary_m.inc.d9"
"6929","PRL",17.288205453943,"male","pituitary","inc.d9","eggs","y95.g131.x_male_pituitary_inc.d9"
"6930","PRL",17.9132321661538,"male","pituitary","inc.d3","eggs","y98.o50.x_male_pituitary_inc.d3"
"6931","PRLR",9.27335177757025,"male","pituitary","control","reference","L.Blu13_male_pituitary_control.NYNO"
"6932","PRLR",9.1319208637437,"male","pituitary","control","reference","L.G107_male_pituitary_control"
"6933","PRLR",9.1930266005036,"male","pituitary","control","reference","L.R3_male_pituitary_control.NYNO"
"6934","PRLR",9.56129224172883,"male","pituitary","control","reference","L.R8_male_pituitary_control"
"6935","PRLR",8.70578832647855,"male","pituitary","control","reference","L.W33_male_pituitary_control"
"6936","PRLR",7.53375077867146,"male","pituitary","control","reference","L.W3_male_pituitary_control"
"6937","PRLR",9.58964356788024,"male","pituitary","control","reference","L.W4_male_pituitary_control"
"6938","PRLR",9.29043746378546,"male","pituitary","control","reference","R.Y108.W29_male_pituitary_control"
"6939","PRLR",7.84163222898976,"male","pituitary","prolong","eggs","blk.s030.o.g_male_pituitary_prolong"
"6940","PRLR",8.11059827259369,"male","pituitary","n5","chicks","blk12.x_male_pituitary_n5"
"6941","PRLR",7.74672304217421,"male","pituitary","inc.d17","eggs","blk17.x_male_pituitary_inc.d17"
"6942","PRLR",8.41205961034758,"male","pituitary","m.inc.d3","loss","blk5.x_male_pituitary_m.inc.d3"
"6943","PRLR",8.08937314830187,"male","pituitary","m.n2","loss","blu10.w26.x_male_pituitary_m.hatch"
"6944","PRLR",8.12869072981965,"male","pituitary","hatch","chicks","blu104.w120.x_male_pituitary_hatch.NYNO"
"6945","PRLR",7.87552434560021,"male","pituitary","inc.d9","eggs","blu108.w40.o158_male_pituitary_inc.d9"
"6946","PRLR",7.61881952173671,"male","pituitary","inc.d3","eggs","blu111.w113.x_male_pituitary_inc.d3"
"6947","PRLR",9.23236850641925,"male","pituitary","inc.d17","eggs","blu113.w124.x_male_pituitary_inc.d17.NYNO"
"6948","PRLR",8.04914209505218,"male","pituitary","bldg","reference","blu114.r38.w198_male_pituitary_bldg"
"6949","PRLR",8.65164878961816,"male","pituitary","inc.d17","eggs","blu121.w91.x_male_pituitary_inc.d17"
"6950","PRLR",8.20518916405125,"male","pituitary","bldg","reference","blu33.y88.x_male_pituitary_bldg"
"6951","PRLR",7.90446085591965,"male","pituitary","n5","chicks","blu37.r65.x_male_pituitary_n5"
"6952","PRLR",7.72042065485433,"male","pituitary","n5","chicks","blu41.y100.x_male_pituitary_n5"
"6953","PRLR",7.77671477493739,"male","pituitary","n9","chicks","blu81.r88_male_pituitary_n9"
"6954","PRLR",7.8936405149917,"male","pituitary","m.n2","loss","blu84.x_male_pituitary_extend.hatch"
"6955","PRLR",8.31401876529427,"male","pituitary","n5","chicks","d.s008.y.blk_male_pituitary_n5"
"6956","PRLR",8.0306144070764,"male","pituitary","n5","chicks","d.s047.blk.o_male_pituitary_n5"
"6957","PRLR",7.8362633758256,"male","pituitary","m.inc.d3","loss","d.s110.g.blk_male_pituitary_m.inc.d3"
"6958","PRLR",8.33635368067774,"male","pituitary","m.inc.d3","loss","g.blk.s041.r_male_pituitary_m.inc.d3"
"6959","PRLR",7.94752915796751,"male","pituitary","m.inc.d17","loss","g.o.y.s037_male_pituitary_m.inc.d17"
"6960","PRLR",8.13792379114311,"male","pituitary","n9","chicks","g.s.blk.d_male_pituitary_n9"
"6961","PRLR",8.41194406014344,"male","pituitary","lay","eggs","g.s.blk.y_male_pituitary_lay"
"6962","PRLR",8.00665671080779,"male","pituitary","lay","eggs","g.s043.pu.blk_male_pituitary_lay"
"6963","PRLR",8.11625862902645,"male","pituitary","m.n2","loss","g.s075.pk.pu_male_pituitary_m.hatch"
"6964","PRLR",8.16006592719622,"male","pituitary","early","chicks","g.s111.r.blk_male_pituitary_m.inc.d8"
"6965","PRLR",7.74753855466256,"male","pituitary","early","chicks","g.s179.o.pk_male_pituitary_m.inc.d8"
"6966","PRLR",7.95552682844657,"male","pituitary","extend","chicks","g.s351.pk.w_male_pituitary_extend"
"6967","PRLR",8.17204355827451,"male","pituitary","prolong","eggs","g.y.o.s_male_pituitary_prolong"
"6968","PRLR",8.41050257263507,"male","pituitary","bldg","reference","g104.w82.x_male_pituitary_bldg"
"6969","PRLR",9.33564640928089,"male","pituitary","hatch","chicks","g114.w83.x_male_pituitary_hatch.NYNO"
"6970","PRLR",7.88799715959391,"male","pituitary","inc.d17","eggs","g130.y81.x_male_pituitary_inc.d17"
"6971","PRLR",7.98669265056226,"male","pituitary","early","chicks","g137.r24.w5_male_pituitary_m.inc.d8"
"6972","PRLR",8.33331362350894,"male","pituitary","inc.d17","eggs","g143.blu32.x_male_pituitary_inc.d17"
"6973","PRLR",8.10535049996715,"male","pituitary","inc.d3","eggs","g146.blu51_male_pituitary_inc.d3"
"6974","PRLR",7.89218241057536,"male","pituitary","inc.d3","eggs","g20.w106.x_male_pituitary_inc.d3"
"6975","PRLR",7.94115757064225,"male","pituitary","extend","chicks","g3.g119.w20_male_pituitary_extend"
"6976","PRLR",8.21417769588022,"male","pituitary","m.inc.d17","loss","g32.blu79_male_pituitary_m.inc.d17"
"6977","PRLR",8.3694077079142,"male","pituitary","m.n2","loss","g34.x_male_pituitary_m.hatch"
"6978","PRLR",7.85015009099317,"male","pituitary","prolong","eggs","g38.x_male_pituitary_inc.prolong"
"6979","PRLR",7.8646758590593,"male","pituitary","bldg","reference","g52.blu58_male_pituitary_bldg"
"6980","PRLR",7.71234904301787,"male","pituitary","hatch","chicks","g53.y84_male_pituitary_hatch"
"6981","PRLR",8.07438771873242,"male","pituitary","extend","chicks","g8.y197_male_pituitary_extend"
"6982","PRLR",8.10963777913719,"male","pituitary","extend","chicks","l.s.o.blk_male_pituitary_extend"
"6983","PRLR",7.90710763695919,"male","pituitary","m.inc.d17","loss","l.s024.y.g_male_pituitary_m.inc.d17"
"6984","PRLR",8.08328769177632,"male","pituitary","prolong","eggs","l.s080.blk.r_male_pituitary_prolong"
"6985","PRLR",8.03458789606218,"male","pituitary","m.inc.d9","loss","l.s280.g.blk_male_pituitary_m.inc.d9"
"6986","PRLR",7.59096019267811,"male","pituitary","m.inc.d9","loss","o.d.s009_male_pituitary_m.inc.d9"
"6987","PRLR",7.9039543845031,"male","pituitary","lay","eggs","o.s.w.r_male_pituitary_lay"
"6988","PRLR",8.07648751669792,"male","pituitary","m.inc.d3","loss","o.s010.r.blk_male_pituitary_m.inc.d3"
"6989","PRLR",7.75547529273727,"male","pituitary","prolong","eggs","o114.blu9_male_pituitary_inc.prolong"
"6990","PRLR",8.24707375806002,"male","pituitary","n5","chicks","o152.o120.w42_male_pituitary_n5"
"6991","PRLR",8.00560801647335,"male","pituitary","m.n2","loss","o3.x_male_pituitary_m.n2"
"6992","PRLR",7.61830968593546,"male","pituitary","hatch","chicks","o39.y77.x_male_pituitary_hatch"
"6993","PRLR",8.1719323293454,"male","pituitary","hatch","chicks","o44.blu26.x_male_pituitary_hatch"
"6994","PRLR",7.98125485131125,"male","pituitary","inc.d3","eggs","o48.r197.x_male_pituitary_inc.d3"
"6995","PRLR",7.9954945370473,"male","pituitary","inc.d9","eggs","o49.x_male_pituitary_inc.d9"
"6996","PRLR",7.99769895895756,"male","pituitary","inc.d9","eggs","o57.g59_male_pituitary_inc.d9"
"6997","PRLR",8.31825710926533,"male","pituitary","m.inc.d17","loss","o59.blu64_male_pituitary_m.inc.d17"
"6998","PRLR",8.11819261346824,"male","pituitary","prolong","eggs","pk.s.d.g_male_pituitary_prolong"
"6999","PRLR",8.12446512809011,"male","pituitary","lay","eggs","pk.s238.blk.w_male_pituitary_lay"
"7000","PRLR",8.06455170802934,"male","pituitary","lay","eggs","pk.w.s141.o_male_pituitary_lay"
"7001","PRLR",8.31887734413803,"male","pituitary","early","chicks","pu.blk.s102.y_male_pituitary_m.inc.d8"
"7002","PRLR",8.39164860719098,"male","pituitary","m.n2","loss","pu.s.o.r_male_pituitary_m.hatch"
"7003","PRLR",8.18785055755091,"male","pituitary","lay","eggs","r.s005.pk.blk_male_pituitary_lay"
"7004","PRLR",8.25766311265879,"male","pituitary","extend","chicks","r.s057.g.pk_male_pituitary_extend"
"7005","PRLR",8.37540278333313,"male","pituitary","early","chicks","r.s058.d.l_male_pituitary_m.inc.d8"
"7006","PRLR",8.05681725171753,"male","pituitary","bldg","reference","r.s059.d.o_male_pituitary_bldg"
"7007","PRLR",7.69683257447407,"male","pituitary","extend","chicks","r.s086.l.blk_male_pituitary_extend"
"7008","PRLR",7.6652288878884,"male","pituitary","lay","eggs","r.s116.blk.pu_male_pituitary_lay"
"7009","PRLR",8.00785895285382,"male","pituitary","extend","chicks","r.s172.l.y_male_pituitary_extend"
"7010","PRLR",7.83124046188735,"male","pituitary","n9","chicks","r.y.s007.blk_male_pituitary_n9"
"7011","PRLR",7.93041610560237,"male","pituitary","inc.d17","eggs","r176.blu54_male_pituitary_inc.d17"
"7012","PRLR",7.29430803302677,"male","pituitary","lay","eggs","r190.o43.x_male_pituitary_lay"
"7013","PRLR",7.98279510466213,"male","pituitary","n9","chicks","r195.x_male_pituitary_n9"
"7014","PRLR",8.11930882490532,"male","pituitary","m.inc.d9","loss","r196.x_male_pituitary_m.inc.d9"
"7015","PRLR",7.88897813843275,"male","pituitary","n9","chicks","r37.w100.x_male_pituitary_n9"
"7016","PRLR",7.86123534437155,"male","pituitary","early","chicks","r4.x_male_pituitary_m.inc.d8"
"7017","PRLR",7.65727683741231,"male","pituitary","hatch","chicks","r41.w99.x_male_pituitary_hatch"
"7018","PRLR",7.53259287567418,"male","pituitary","inc.d9","eggs","r45.X_male_pituitary_inc.d9"
"7019","PRLR",7.99062042525199,"male","pituitary","hatch","chicks","r72.y83.x_male_pituitary_hatch"
"7020","PRLR",8.03311358942144,"male","pituitary","prolong","eggs","r81.x_male_pituitary_inc.prolong"
"7021","PRLR",8.15098036373153,"male","pituitary","m.inc.d9","loss","r84.x_male_pituitary_m.inc.d9"
"7022","PRLR",8.24440518242734,"male","pituitary","m.inc.d9","loss","r85.g39_male_pituitary_m.inc.d9.NYNO"
"7023","PRLR",8.61728566475036,"male","pituitary","prolong","eggs","r90.x_male_pituitary_inc.prolong"
"7024","PRLR",8.0379532279304,"male","pituitary","bldg","reference","s.pu148.blk.r_male_pituitary_bldg"
"7025","PRLR",7.98371366417998,"male","pituitary","early","chicks","s044.blk.d.r_male_pituitary_m.inc.d8"
"7026","PRLR",8.26672623461818,"male","pituitary","m.n2","loss","s062.d.blk.g_male_pituitary_m.hatch"
"7027","PRLR",8.17961653045296,"male","pituitary","m.inc.d17","loss","s064.g.blk.pu_male_pituitary_m.inc.d17"
